id,target,epsilon,delta,tempo_inicio,tempo_fim,prediction
15,1,0.2,0.01,Sun Jul 25 20:31:17 -03 2021,Sun Jul 25 20:31:19 -03 2021,6936
0,7,0.2,0.1,Sun Jul 25 20:31:20 -03 2021,Sun Jul 25 20:31:21 -03 2021,226627
6,8,0.1,0.05,Sun Jul 25 20:31:22 -03 2021,Sun Jul 25 20:31:24 -03 2021,80
7,0,0.2,0.05,Sun Jul 25 20:31:25 -03 2021,Sun Jul 25 20:31:26 -03 2021,1535302
15,1,0.1,0.05,Sun Jul 25 20:31:27 -03 2021,Sun Jul 25 20:31:28 -03 2021,6511
4,7,0.2,0.01,Sun Jul 25 20:31:29 -03 2021,Sun Jul 25 20:31:31 -03 2021,229966
17,8,0.4,0.01,Sun Jul 25 20:31:32 -03 2021,Sun Jul 25 20:31:34 -03 2021,86
13,8,0.3,0.1,Sun Jul 25 20:31:35 -03 2021,Sun Jul 25 20:31:36 -03 2021,94
17,1,0.4,0.05,Sun Jul 25 20:31:37 -03 2021,Sun Jul 25 20:31:38 -03 2021,3267
15,1,0.3,0.1,Sun Jul 25 20:31:39 -03 2021,Sun Jul 25 20:31:40 -03 2021,6880
4,1,0.1,0.05,Sun Jul 25 20:31:41 -03 2021,Sun Jul 25 20:31:43 -03 2021,5759
19,8,0.1,0.1,Sun Jul 25 20:31:44 -03 2021,Sun Jul 25 20:31:45 -03 2021,73
15,1,0.2,0.05,Sun Jul 25 20:31:46 -03 2021,Sun Jul 25 20:31:47 -03 2021,8119
10,7,0.2,0.1,Sun Jul 25 20:31:48 -03 2021,Sun Jul 25 20:31:49 -03 2021,260104
6,1,0.4,0.05,Sun Jul 25 20:31:50 -03 2021,Sun Jul 25 20:31:52 -03 2021,8331
16,7,0.1,0.05,Sun Jul 25 20:31:53 -03 2021,Sun Jul 25 20:31:54 -03 2021,222582
5,7,0.1,0.1,Sun Jul 25 20:31:55 -03 2021,Sun Jul 25 20:31:56 -03 2021,250679
12,0,0.2,0.05,Sun Jul 25 20:31:57 -03 2021,Sun Jul 25 20:31:58 -03 2021,1495837
2,8,0.2,0.05,Sun Jul 25 20:31:59 -03 2021,Sun Jul 25 20:32:01 -03 2021,87
2,7,0.2,0.05,Sun Jul 25 20:32:02 -03 2021,Sun Jul 25 20:32:03 -03 2021,226353
1,1,0.3,0.01,Sun Jul 25 20:32:04 -03 2021,Sun Jul 25 20:32:06 -03 2021,6370
16,0,0.2,0.05,Sun Jul 25 20:32:07 -03 2021,Sun Jul 25 20:32:08 -03 2021,1373469
4,0,0.1,0.1,Sun Jul 25 20:32:09 -03 2021,Sun Jul 25 20:32:10 -03 2021,1518756
13,8,0.2,0.01,Sun Jul 25 20:32:11 -03 2021,Sun Jul 25 20:32:13 -03 2021,86
19,8,0.3,0.01,Sun Jul 25 20:32:14 -03 2021,Sun Jul 25 20:32:16 -03 2021,113
7,8,0.1,0.05,Sun Jul 25 20:32:17 -03 2021,Sun Jul 25 20:32:18 -03 2021,75
13,7,0.4,0.05,Sun Jul 25 20:32:19 -03 2021,Sun Jul 25 20:32:20 -03 2021,231809
6,0,0.1,0.1,Sun Jul 25 20:32:21 -03 2021,Sun Jul 25 20:32:22 -03 2021,1604054
14,7,0.1,0.1,Sun Jul 25 20:32:24 -03 2021,Sun Jul 25 20:32:25 -03 2021,219453
10,7,0.2,0.05,Sun Jul 25 20:32:26 -03 2021,Sun Jul 25 20:32:27 -03 2021,243572
15,0,0.2,0.01,Sun Jul 25 20:32:28 -03 2021,Sun Jul 25 20:32:30 -03 2021,1514929
15,7,0.1,0.1,Sun Jul 25 20:32:31 -03 2021,Sun Jul 25 20:32:32 -03 2021,211233
5,1,0.3,0.01,Sun Jul 25 20:32:33 -03 2021,Sun Jul 25 20:32:35 -03 2021,7538
16,7,0.4,0.01,Sun Jul 25 20:32:36 -03 2021,Sun Jul 25 20:32:37 -03 2021,222151
14,8,0.3,0.05,Sun Jul 25 20:32:38 -03 2021,Sun Jul 25 20:32:40 -03 2021,63
3,7,0.3,0.05,Sun Jul 25 20:32:41 -03 2021,Sun Jul 25 20:32:42 -03 2021,214156
11,7,0.1,0.1,Sun Jul 25 20:32:43 -03 2021,Sun Jul 25 20:32:44 -03 2021,224337
9,7,0.3,0.01,Sun Jul 25 20:32:45 -03 2021,Sun Jul 25 20:32:47 -03 2021,145345
2,7,0.4,0.1,Sun Jul 25 20:32:48 -03 2021,Sun Jul 25 20:32:49 -03 2021,343283
15,1,0.4,0.01,Sun Jul 25 20:32:50 -03 2021,Sun Jul 25 20:32:52 -03 2021,5147
15,7,0.1,0.05,Sun Jul 25 20:32:53 -03 2021,Sun Jul 25 20:32:54 -03 2021,226989
18,7,0.2,0.05,Sun Jul 25 20:32:55 -03 2021,Sun Jul 25 20:32:56 -03 2021,187636
10,8,0.1,0.05,Sun Jul 25 20:32:57 -03 2021,Sun Jul 25 20:32:59 -03 2021,79
5,0,0.2,0.05,Sun Jul 25 20:33:00 -03 2021,Sun Jul 25 20:33:01 -03 2021,1688399
2,7,0.1,0.05,Sun Jul 25 20:33:02 -03 2021,Sun Jul 25 20:33:03 -03 2021,212625
9,8,0.2,0.1,Sun Jul 25 20:33:04 -03 2021,Sun Jul 25 20:33:05 -03 2021,75
5,7,0.2,0.05,Sun Jul 25 20:33:06 -03 2021,Sun Jul 25 20:33:08 -03 2021,241843
9,7,0.2,0.05,Sun Jul 25 20:33:09 -03 2021,Sun Jul 25 20:33:10 -03 2021,165448
16,1,0.4,0.1,Sun Jul 25 20:33:11 -03 2021,Sun Jul 25 20:33:12 -03 2021,6171
4,1,0.1,0.01,Sun Jul 25 20:33:13 -03 2021,Sun Jul 25 20:33:15 -03 2021,6480
17,8,0.2,0.01,Sun Jul 25 20:33:16 -03 2021,Sun Jul 25 20:33:18 -03 2021,75
13,7,0.2,0.1,Sun Jul 25 20:33:19 -03 2021,Sun Jul 25 20:33:20 -03 2021,227833
13,0,0.3,0.05,Sun Jul 25 20:33:21 -03 2021,Sun Jul 25 20:33:22 -03 2021,1699204
17,7,0.1,0.1,Sun Jul 25 20:33:23 -03 2021,Sun Jul 25 20:33:24 -03 2021,203610
5,0,0.1,0.01,Sun Jul 25 20:33:25 -03 2021,Sun Jul 25 20:33:27 -03 2021,1487953
19,7,0.1,0.01,Sun Jul 25 20:33:28 -03 2021,Sun Jul 25 20:33:30 -03 2021,215236
15,8,0.2,0.05,Sun Jul 25 20:33:31 -03 2021,Sun Jul 25 20:33:32 -03 2021,75
12,1,0.1,0.05,Sun Jul 25 20:33:33 -03 2021,Sun Jul 25 20:33:34 -03 2021,7214
16,7,0.3,0.1,Sun Jul 25 20:33:35 -03 2021,Sun Jul 25 20:33:36 -03 2021,156912
10,1,0.4,0.1,Sun Jul 25 20:33:37 -03 2021,Sun Jul 25 20:33:39 -03 2021,5746
6,0,0.2,0.05,Sun Jul 25 20:33:40 -03 2021,Sun Jul 25 20:33:41 -03 2021,1590716
18,7,0.2,0.1,Sun Jul 25 20:33:42 -03 2021,Sun Jul 25 20:33:43 -03 2021,201840
8,0,0.3,0.01,Sun Jul 25 20:33:44 -03 2021,Sun Jul 25 20:33:46 -03 2021,1248813
19,8,0.4,0.05,Sun Jul 25 20:33:47 -03 2021,Sun Jul 25 20:33:48 -03 2021,65
10,0,0.3,0.1,Sun Jul 25 20:33:49 -03 2021,Sun Jul 25 20:33:51 -03 2021,1432498
3,1,0.3,0.01,Sun Jul 25 20:33:52 -03 2021,Sun Jul 25 20:33:53 -03 2021,5249
10,0,0.2,0.01,Sun Jul 25 20:33:54 -03 2021,Sun Jul 25 20:33:56 -03 2021,1470515
17,0,0.2,0.05,Sun Jul 25 20:33:57 -03 2021,Sun Jul 25 20:33:58 -03 2021,1312132
17,7,0.3,0.05,Sun Jul 25 20:33:59 -03 2021,Sun Jul 25 20:34:01 -03 2021,223387
18,1,0.1,0.01,Sun Jul 25 20:34:02 -03 2021,Sun Jul 25 20:34:03 -03 2021,6604
12,0,0.1,0.05,Sun Jul 25 20:34:04 -03 2021,Sun Jul 25 20:34:06 -03 2021,1527986
2,0,0.2,0.05,Sun Jul 25 20:34:07 -03 2021,Sun Jul 25 20:34:08 -03 2021,1590716
8,0,0.1,0.05,Sun Jul 25 20:34:09 -03 2021,Sun Jul 25 20:34:10 -03 2021,1511355
6,8,0.3,0.05,Sun Jul 25 20:34:11 -03 2021,Sun Jul 25 20:34:13 -03 2021,69
13,8,0.4,0.05,Sun Jul 25 20:34:14 -03 2021,Sun Jul 25 20:34:15 -03 2021,59
3,7,0.4,0.05,Sun Jul 25 20:34:16 -03 2021,Sun Jul 25 20:34:17 -03 2021,313624
0,8,0.1,0.01,Sun Jul 25 20:34:18 -03 2021,Sun Jul 25 20:34:20 -03 2021,71
18,0,0.2,0.1,Sun Jul 25 20:34:21 -03 2021,Sun Jul 25 20:34:22 -03 2021,1999272
10,1,0.3,0.05,Sun Jul 25 20:34:23 -03 2021,Sun Jul 25 20:34:24 -03 2021,6413
2,1,0.3,0.05,Sun Jul 25 20:34:25 -03 2021,Sun Jul 25 20:34:27 -03 2021,7229
8,0,0.4,0.05,Sun Jul 25 20:34:28 -03 2021,Sun Jul 25 20:34:29 -03 2021,1697625
8,0,0.4,0.1,Sun Jul 25 20:34:30 -03 2021,Sun Jul 25 20:34:31 -03 2021,1894366
16,1,0.2,0.05,Sun Jul 25 20:34:32 -03 2021,Sun Jul 25 20:34:33 -03 2021,5866
18,0,0.3,0.1,Sun Jul 25 20:34:34 -03 2021,Sun Jul 25 20:34:36 -03 2021,1250966
3,8,0.4,0.1,Sun Jul 25 20:34:37 -03 2021,Sun Jul 25 20:34:38 -03 2021,110
5,7,0.2,0.01,Sun Jul 25 20:34:39 -03 2021,Sun Jul 25 20:34:41 -03 2021,201785
0,8,0.2,0.1,Sun Jul 25 20:34:42 -03 2021,Sun Jul 25 20:34:43 -03 2021,75
17,0,0.4,0.05,Sun Jul 25 20:34:44 -03 2021,Sun Jul 25 20:34:45 -03 2021,1772585
10,1,0.4,0.05,Sun Jul 25 20:34:46 -03 2021,Sun Jul 25 20:34:47 -03 2021,5167
8,0,0.3,0.1,Sun Jul 25 20:34:48 -03 2021,Sun Jul 25 20:34:50 -03 2021,1417110
10,7,0.1,0.05,Sun Jul 25 20:34:51 -03 2021,Sun Jul 25 20:34:52 -03 2021,211132
8,1,0.3,0.1,Sun Jul 25 20:34:53 -03 2021,Sun Jul 25 20:34:54 -03 2021,7082
14,1,0.3,0.1,Sun Jul 25 20:34:55 -03 2021,Sun Jul 25 20:34:57 -03 2021,9203
3,1,0.2,0.05,Sun Jul 25 20:34:58 -03 2021,Sun Jul 25 20:34:59 -03 2021,6574
2,8,0.3,0.1,Sun Jul 25 20:35:00 -03 2021,Sun Jul 25 20:35:01 -03 2021,81
17,0,0.2,0.01,Sun Jul 25 20:35:02 -03 2021,Sun Jul 25 20:35:04 -03 2021,1363452
15,1,0.3,0.01,Sun Jul 25 20:35:05 -03 2021,Sun Jul 25 20:35:07 -03 2021,6384
7,0,0.2,0.01,Sun Jul 25 20:35:08 -03 2021,Sun Jul 25 20:35:09 -03 2021,1495837
0,7,0.4,0.05,Sun Jul 25 20:35:10 -03 2021,Sun Jul 25 20:35:12 -03 2021,320698
5,8,0.1,0.05,Sun Jul 25 20:35:13 -03 2021,Sun Jul 25 20:35:14 -03 2021,75
2,1,0.4,0.01,Sun Jul 25 20:35:15 -03 2021,Sun Jul 25 20:35:17 -03 2021,8712
5,1,0.2,0.05,Sun Jul 25 20:35:18 -03 2021,Sun Jul 25 20:35:19 -03 2021,7065
11,0,0.3,0.05,Sun Jul 25 20:35:20 -03 2021,Sun Jul 25 20:35:21 -03 2021,1415037
15,7,0.4,0.1,Sun Jul 25 20:35:22 -03 2021,Sun Jul 25 20:35:23 -03 2021,200248
2,0,0.1,0.05,Sun Jul 25 20:35:24 -03 2021,Sun Jul 25 20:35:26 -03 2021,1655988
9,0,0.2,0.05,Sun Jul 25 20:35:27 -03 2021,Sun Jul 25 20:35:28 -03 2021,1606060
9,7,0.4,0.1,Sun Jul 25 20:35:29 -03 2021,Sun Jul 25 20:35:30 -03 2021,150186
16,1,0.4,0.05,Sun Jul 25 20:35:31 -03 2021,Sun Jul 25 20:35:32 -03 2021,5697
16,8,0.4,0.01,Sun Jul 25 20:35:33 -03 2021,Sun Jul 25 20:35:35 -03 2021,79
0,7,0.2,0.05,Sun Jul 25 20:35:36 -03 2021,Sun Jul 25 20:35:37 -03 2021,251082
2,7,0.3,0.05,Sun Jul 25 20:35:38 -03 2021,Sun Jul 25 20:35:40 -03 2021,244297
3,8,0.4,0.05,Sun Jul 25 20:35:41 -03 2021,Sun Jul 25 20:35:42 -03 2021,71
15,8,0.4,0.01,Sun Jul 25 20:35:43 -03 2021,Sun Jul 25 20:35:45 -03 2021,90
9,7,0.4,0.05,Sun Jul 25 20:35:46 -03 2021,Sun Jul 25 20:35:47 -03 2021,155668
9,0,0.3,0.01,Sun Jul 25 20:35:48 -03 2021,Sun Jul 25 20:35:50 -03 2021,1389962
18,8,0.1,0.01,Sun Jul 25 20:35:51 -03 2021,Sun Jul 25 20:35:52 -03 2021,80
9,1,0.1,0.05,Sun Jul 25 20:35:53 -03 2021,Sun Jul 25 20:35:55 -03 2021,6649
19,1,0.4,0.1,Sun Jul 25 20:35:56 -03 2021,Sun Jul 25 20:35:57 -03 2021,4550
16,8,0.3,0.1,Sun Jul 25 20:35:58 -03 2021,Sun Jul 25 20:35:59 -03 2021,59
0,1,0.3,0.05,Sun Jul 25 20:36:00 -03 2021,Sun Jul 25 20:36:01 -03 2021,6370
6,7,0.4,0.1,Sun Jul 25 20:36:02 -03 2021,Sun Jul 25 20:36:04 -03 2021,208063
1,0,0.2,0.01,Sun Jul 25 20:36:05 -03 2021,Sun Jul 25 20:36:06 -03 2021,1326066
19,0,0.1,0.01,Sun Jul 25 20:36:07 -03 2021,Sun Jul 25 20:36:09 -03 2021,1496333
13,0,0.1,0.1,Sun Jul 25 20:36:10 -03 2021,Sun Jul 25 20:36:11 -03 2021,1582315
6,0,0.2,0.1,Sun Jul 25 20:36:13 -03 2021,Sun Jul 25 20:36:14 -03 2021,1664949
12,8,0.3,0.1,Sun Jul 25 20:36:15 -03 2021,Sun Jul 25 20:36:16 -03 2021,66
9,8,0.4,0.05,Sun Jul 25 20:36:17 -03 2021,Sun Jul 25 20:36:18 -03 2021,71
9,1,0.1,0.01,Sun Jul 25 20:36:19 -03 2021,Sun Jul 25 20:36:21 -03 2021,6388
0,0,0.3,0.05,Sun Jul 25 20:36:22 -03 2021,Sun Jul 25 20:36:23 -03 2021,1711227
11,7,0.2,0.05,Sun Jul 25 20:36:24 -03 2021,Sun Jul 25 20:36:26 -03 2021,210458
7,7,0.1,0.05,Sun Jul 25 20:36:27 -03 2021,Sun Jul 25 20:36:28 -03 2021,222735
13,7,0.3,0.05,Sun Jul 25 20:36:29 -03 2021,Sun Jul 25 20:36:30 -03 2021,187387
4,1,0.2,0.05,Sun Jul 25 20:36:31 -03 2021,Sun Jul 25 20:36:32 -03 2021,7280
19,0,0.4,0.05,Sun Jul 25 20:36:33 -03 2021,Sun Jul 25 20:36:35 -03 2021,1689221
2,1,0.1,0.05,Sun Jul 25 20:36:36 -03 2021,Sun Jul 25 20:36:37 -03 2021,6664
16,0,0.3,0.05,Sun Jul 25 20:36:38 -03 2021,Sun Jul 25 20:36:39 -03 2021,1356187
4,1,0.2,0.1,Sun Jul 25 20:36:40 -03 2021,Sun Jul 25 20:36:42 -03 2021,6637
18,8,0.2,0.01,Sun Jul 25 20:36:43 -03 2021,Sun Jul 25 20:36:44 -03 2021,81
1,0,0.1,0.05,Sun Jul 25 20:36:45 -03 2021,Sun Jul 25 20:36:47 -03 2021,1764413
17,8,0.4,0.05,Sun Jul 25 20:36:48 -03 2021,Sun Jul 25 20:36:49 -03 2021,79
8,7,0.1,0.1,Sun Jul 25 20:36:50 -03 2021,Sun Jul 25 20:36:51 -03 2021,228930
13,1,0.1,0.05,Sun Jul 25 20:36:52 -03 2021,Sun Jul 25 20:36:53 -03 2021,6763
5,8,0.1,0.01,Sun Jul 25 20:36:54 -03 2021,Sun Jul 25 20:36:56 -03 2021,80
9,8,0.1,0.01,Sun Jul 25 20:36:57 -03 2021,Sun Jul 25 20:36:59 -03 2021,77
4,7,0.3,0.1,Sun Jul 25 20:37:00 -03 2021,Sun Jul 25 20:37:01 -03 2021,163858
18,1,0.2,0.01,Sun Jul 25 20:37:02 -03 2021,Sun Jul 25 20:37:04 -03 2021,5866
11,0,0.3,0.01,Sun Jul 25 20:37:05 -03 2021,Sun Jul 25 20:37:06 -03 2021,1791507
16,1,0.1,0.01,Sun Jul 25 20:37:07 -03 2021,Sun Jul 25 20:37:09 -03 2021,6153
10,7,0.3,0.1,Sun Jul 25 20:37:10 -03 2021,Sun Jul 25 20:37:11 -03 2021,203353
18,1,0.3,0.1,Sun Jul 25 20:37:12 -03 2021,Sun Jul 25 20:37:14 -03 2021,6947
17,1,0.4,0.1,Sun Jul 25 20:37:15 -03 2021,Sun Jul 25 20:37:16 -03 2021,5290
17,1,0.3,0.01,Sun Jul 25 20:37:17 -03 2021,Sun Jul 25 20:37:19 -03 2021,8052
2,7,0.1,0.01,Sun Jul 25 20:37:20 -03 2021,Sun Jul 25 20:37:21 -03 2021,222453
14,7,0.4,0.1,Sun Jul 25 20:37:22 -03 2021,Sun Jul 25 20:37:24 -03 2021,163735
11,8,0.2,0.05,Sun Jul 25 20:37:25 -03 2021,Sun Jul 25 20:37:26 -03 2021,81
17,0,0.1,0.05,Sun Jul 25 20:37:27 -03 2021,Sun Jul 25 20:37:28 -03 2021,1667490
7,7,0.4,0.01,Sun Jul 25 20:37:29 -03 2021,Sun Jul 25 20:37:31 -03 2021,193877
1,1,0.4,0.1,Sun Jul 25 20:37:32 -03 2021,Sun Jul 25 20:37:33 -03 2021,6333
10,0,0.1,0.05,Sun Jul 25 20:37:34 -03 2021,Sun Jul 25 20:37:35 -03 2021,1515619
3,1,0.1,0.1,Sun Jul 25 20:37:36 -03 2021,Sun Jul 25 20:37:38 -03 2021,6834
19,8,0.4,0.01,Sun Jul 25 20:37:39 -03 2021,Sun Jul 25 20:37:40 -03 2021,73
13,8,0.1,0.05,Sun Jul 25 20:37:41 -03 2021,Sun Jul 25 20:37:43 -03 2021,75
6,1,0.1,0.05,Sun Jul 25 20:37:44 -03 2021,Sun Jul 25 20:37:45 -03 2021,6180
15,0,0.4,0.01,Sun Jul 25 20:37:46 -03 2021,Sun Jul 25 20:37:48 -03 2021,1488431
3,8,0.2,0.05,Sun Jul 25 20:37:49 -03 2021,Sun Jul 25 20:37:50 -03 2021,101
19,8,0.1,0.01,Sun Jul 25 20:37:51 -03 2021,Sun Jul 25 20:37:53 -03 2021,80
2,7,0.2,0.01,Sun Jul 25 20:37:54 -03 2021,Sun Jul 25 20:37:55 -03 2021,242626
19,0,0.3,0.05,Sun Jul 25 20:37:56 -03 2021,Sun Jul 25 20:37:58 -03 2021,1960974
11,1,0.2,0.1,Sun Jul 25 20:37:59 -03 2021,Sun Jul 25 20:38:00 -03 2021,6211
5,8,0.3,0.01,Sun Jul 25 20:38:01 -03 2021,Sun Jul 25 20:38:03 -03 2021,67
11,1,0.2,0.01,Sun Jul 25 20:38:04 -03 2021,Sun Jul 25 20:38:05 -03 2021,7200
3,0,0.4,0.05,Sun Jul 25 20:38:06 -03 2021,Sun Jul 25 20:38:08 -03 2021,1458217
6,1,0.1,0.01,Sun Jul 25 20:38:09 -03 2021,Sun Jul 25 20:38:10 -03 2021,6390
2,0,0.3,0.05,Sun Jul 25 20:38:11 -03 2021,Sun Jul 25 20:38:13 -03 2021,953430
9,7,0.3,0.1,Sun Jul 25 20:38:14 -03 2021,Sun Jul 25 20:38:15 -03 2021,241211
4,7,0.2,0.05,Sun Jul 25 20:38:16 -03 2021,Sun Jul 25 20:38:17 -03 2021,233842
8,7,0.2,0.05,Sun Jul 25 20:38:18 -03 2021,Sun Jul 25 20:38:19 -03 2021,204038
7,1,0.3,0.01,Sun Jul 25 20:38:20 -03 2021,Sun Jul 25 20:38:22 -03 2021,7962
5,8,0.1,0.1,Sun Jul 25 20:38:23 -03 2021,Sun Jul 25 20:38:24 -03 2021,77
13,8,0.3,0.01,Sun Jul 25 20:38:25 -03 2021,Sun Jul 25 20:38:27 -03 2021,66
16,1,0.2,0.1,Sun Jul 25 20:38:28 -03 2021,Sun Jul 25 20:38:29 -03 2021,5946
2,1,0.4,0.1,Sun Jul 25 20:38:30 -03 2021,Sun Jul 25 20:38:32 -03 2021,3863
3,0,0.3,0.1,Sun Jul 25 20:38:33 -03 2021,Sun Jul 25 20:38:34 -03 2021,1155121
13,0,0.3,0.01,Sun Jul 25 20:38:35 -03 2021,Sun Jul 25 20:38:37 -03 2021,1621364
5,8,0.3,0.05,Sun Jul 25 20:38:38 -03 2021,Sun Jul 25 20:38:39 -03 2021,57
19,1,0.4,0.05,Sun Jul 25 20:38:40 -03 2021,Sun Jul 25 20:38:41 -03 2021,5332
18,8,0.3,0.01,Sun Jul 25 20:38:42 -03 2021,Sun Jul 25 20:38:44 -03 2021,79
17,1,0.1,0.05,Sun Jul 25 20:38:45 -03 2021,Sun Jul 25 20:38:46 -03 2021,6700
6,8,0.4,0.1,Sun Jul 25 20:38:47 -03 2021,Sun Jul 25 20:38:48 -03 2021,73
15,0,0.2,0.1,Sun Jul 25 20:38:49 -03 2021,Sun Jul 25 20:38:51 -03 2021,1771746
5,0,0.2,0.1,Sun Jul 25 20:38:52 -03 2021,Sun Jul 25 20:38:53 -03 2021,1390032
1,7,0.1,0.1,Sun Jul 25 20:38:54 -03 2021,Sun Jul 25 20:38:55 -03 2021,230983
16,1,0.4,0.01,Sun Jul 25 20:38:56 -03 2021,Sun Jul 25 20:38:58 -03 2021,5508
14,0,0.2,0.01,Sun Jul 25 20:38:59 -03 2021,Sun Jul 25 20:39:01 -03 2021,1325186
14,0,0.2,0.1,Sun Jul 25 20:39:02 -03 2021,Sun Jul 25 20:39:03 -03 2021,1543207
7,0,0.4,0.05,Sun Jul 25 20:39:04 -03 2021,Sun Jul 25 20:39:05 -03 2021,1672660
0,8,0.3,0.05,Sun Jul 25 20:39:06 -03 2021,Sun Jul 25 20:39:08 -03 2021,80
9,1,0.1,0.1,Sun Jul 25 20:39:09 -03 2021,Sun Jul 25 20:39:10 -03 2021,5839
2,0,0.4,0.1,Sun Jul 25 20:39:11 -03 2021,Sun Jul 25 20:39:12 -03 2021,1814863
11,1,0.1,0.01,Sun Jul 25 20:39:13 -03 2021,Sun Jul 25 20:39:15 -03 2021,6588
7,8,0.2,0.1,Sun Jul 25 20:39:16 -03 2021,Sun Jul 25 20:39:17 -03 2021,90
5,0,0.4,0.1,Sun Jul 25 20:39:18 -03 2021,Sun Jul 25 20:39:19 -03 2021,1732095
9,7,0.4,0.01,Sun Jul 25 20:39:20 -03 2021,Sun Jul 25 20:39:22 -03 2021,171988
12,1,0.4,0.05,Sun Jul 25 20:39:23 -03 2021,Sun Jul 25 20:39:24 -03 2021,5460
12,7,0.2,0.1,Sun Jul 25 20:39:25 -03 2021,Sun Jul 25 20:39:27 -03 2021,200329
15,7,0.4,0.05,Sun Jul 25 20:39:28 -03 2021,Sun Jul 25 20:39:29 -03 2021,272543
19,8,0.3,0.1,Sun Jul 25 20:39:30 -03 2021,Sun Jul 25 20:39:31 -03 2021,81
8,1,0.2,0.1,Sun Jul 25 20:39:32 -03 2021,Sun Jul 25 20:39:33 -03 2021,7029
1,1,0.2,0.01,Sun Jul 25 20:39:34 -03 2021,Sun Jul 25 20:39:36 -03 2021,6211
9,1,0.4,0.01,Sun Jul 25 20:39:37 -03 2021,Sun Jul 25 20:39:39 -03 2021,6370
2,0,0.4,0.05,Sun Jul 25 20:39:40 -03 2021,Sun Jul 25 20:39:41 -03 2021,1373130
1,0,0.2,0.1,Sun Jul 25 20:39:42 -03 2021,Sun Jul 25 20:39:43 -03 2021,1589029
16,0,0.4,0.05,Sun Jul 25 20:39:44 -03 2021,Sun Jul 25 20:39:46 -03 2021,1148898
12,7,0.3,0.01,Sun Jul 25 20:39:47 -03 2021,Sun Jul 25 20:39:48 -03 2021,246454
3,7,0.2,0.05,Sun Jul 25 20:39:49 -03 2021,Sun Jul 25 20:39:51 -03 2021,219201
4,0,0.1,0.01,Sun Jul 25 20:39:52 -03 2021,Sun Jul 25 20:39:53 -03 2021,1530044
0,0,0.2,0.1,Sun Jul 25 20:39:54 -03 2021,Sun Jul 25 20:39:56 -03 2021,1420336
19,1,0.2,0.05,Sun Jul 25 20:39:57 -03 2021,Sun Jul 25 20:39:58 -03 2021,6721
10,1,0.2,0.01,Sun Jul 25 20:39:59 -03 2021,Sun Jul 25 20:40:01 -03 2021,5400
15,1,0.2,0.1,Sun Jul 25 20:40:02 -03 2021,Sun Jul 25 20:40:03 -03 2021,6465
18,1,0.2,0.05,Sun Jul 25 20:40:04 -03 2021,Sun Jul 25 20:40:05 -03 2021,5784
0,8,0.2,0.01,Sun Jul 25 20:40:06 -03 2021,Sun Jul 25 20:40:08 -03 2021,83
12,1,0.1,0.1,Sun Jul 25 20:40:09 -03 2021,Sun Jul 25 20:40:10 -03 2021,6337
2,7,0.4,0.05,Sun Jul 25 20:40:11 -03 2021,Sun Jul 25 20:40:12 -03 2021,261274
6,7,0.1,0.01,Sun Jul 25 20:40:13 -03 2021,Sun Jul 25 20:40:15 -03 2021,228730
17,8,0.4,0.1,Sun Jul 25 20:40:16 -03 2021,Sun Jul 25 20:40:17 -03 2021,56
15,7,0.3,0.01,Sun Jul 25 20:40:18 -03 2021,Sun Jul 25 20:40:20 -03 2021,237112
16,0,0.1,0.1,Sun Jul 25 20:40:21 -03 2021,Sun Jul 25 20:40:22 -03 2021,1498020
19,8,0.1,0.05,Sun Jul 25 20:40:23 -03 2021,Sun Jul 25 20:40:25 -03 2021,77
0,0,0.3,0.1,Sun Jul 25 20:40:26 -03 2021,Sun Jul 25 20:40:27 -03 2021,1338672
8,1,0.1,0.01,Sun Jul 25 20:40:28 -03 2021,Sun Jul 25 20:40:30 -03 2021,6039
9,1,0.4,0.05,Sun Jul 25 20:40:31 -03 2021,Sun Jul 25 20:40:32 -03 2021,6171
4,8,0.1,0.1,Sun Jul 25 20:40:33 -03 2021,Sun Jul 25 20:40:34 -03 2021,79
16,7,0.1,0.01,Sun Jul 25 20:40:35 -03 2021,Sun Jul 25 20:40:37 -03 2021,207793
12,7,0.1,0.1,Sun Jul 25 20:40:38 -03 2021,Sun Jul 25 20:40:39 -03 2021,211121
2,7,0.4,0.01,Sun Jul 25 20:40:40 -03 2021,Sun Jul 25 20:40:42 -03 2021,183849
4,8,0.3,0.1,Sun Jul 25 20:40:43 -03 2021,Sun Jul 25 20:40:44 -03 2021,80
1,0,0.4,0.05,Sun Jul 25 20:40:45 -03 2021,Sun Jul 25 20:40:46 -03 2021,1312395
13,7,0.2,0.05,Sun Jul 25 20:40:47 -03 2021,Sun Jul 25 20:40:48 -03 2021,209516
17,7,0.2,0.01,Sun Jul 25 20:40:49 -03 2021,Sun Jul 25 20:40:51 -03 2021,207170
6,0,0.3,0.05,Sun Jul 25 20:40:52 -03 2021,Sun Jul 25 20:40:53 -03 2021,1255295
14,0,0.4,0.01,Sun Jul 25 20:40:54 -03 2021,Sun Jul 25 20:40:56 -03 2021,1490055
15,8,0.1,0.1,Sun Jul 25 20:40:57 -03 2021,Sun Jul 25 20:40:58 -03 2021,77
12,8,0.4,0.1,Sun Jul 25 20:40:59 -03 2021,Sun Jul 25 20:41:01 -03 2021,67
