id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
6,0,0.05,10000,2499,84808957,11,19208,85,0,121472822
8,3,0.2,10000,2499,105948515,2,192,17761,0,869140913
7,3,0.05,100000,12499,112942678,3,216,7702,0,4396897
4,3,0.05,10000,4999,108790555,3,192,12780,0,4279646536
3,3,0.1,10000,9999,112522620,2,192,20046,0,801888958
5,3,0.01,1000000,999999,116741032,3,240,1789,0,3033673769
1,3,0.05,100000,16666,126674219,3,216,7702,0,4404597
0,3,0.01,100000,16666,117444204,2,216,2105,0,3781457879
4,3,0.2,100000,99999,109976039,3,200,16939,0,1877615
9,3,0.05,10000,2499,110768744,3,192,12780,0,1150838887
8,3,0.05,10000,2499,114560601,2,192,12780,0,1150838887
3,3,0.01,100000,16666,115970577,3,216,2105,0,3781457879
5,3,0.2,100000,24999,112765582,2,200,16939,0,1843741
6,3,0.05,1000000,499999,115237289,2,240,8946,0,3776580134
3,0,0.1,100000,16666,804954572,24,82208,1554,0,3839437712
1,3,0.1,10000,9999,111861805,3,192,20046,0,801888958
6,3,0.05,10000,9999,111604007,2,192,12780,0,4279659312
3,3,0.1,1000000,999999,118347531,2,232,10519,0,1142239
4,3,0.01,1000000,499999,121686175,3,240,1789,0,3033671981
4,3,0.2,100000,12499,114523973,2,200,16939,0,1826804
9,3,0.2,100000,16666,114135388,3,200,16939,0,1843741
6,0,0.05,100000,24999,750375757,35,73640,777,0,3603331232
2,0,0.1,10000,1666,94256260,6,16616,171,0,3562688962
1,3,0.05,10000,1666,124495306,2,192,12780,0,108039267
1,3,0.01,100000,12499,115535366,3,216,2105,0,724711403
8,3,0.05,100000,24999,123835078,3,216,7702,0,4404597
2,0,0.01,100000,12499,868546005,36,89400,155,0,3909692739
8,3,0.05,1000000,166666,130820586,3,240,8946,0,3776571191
2,0,0.01,10000,9999,110356514,27,37856,17,0,2779732145
1,0,0.01,100000,12499,887241861,36,89400,155,0,3909692739
5,0,0.01,10000,2499,112034785,23,37856,17,0,1649755162
9,3,0.05,1000000,499999,121891297,3,240,8946,0,3776580134
5,3,0.1,10000,2499,127922814,2,192,20046,0,640115914
8,0,0.1,10000,1249,88421998,6,16616,171,0,1102736965
0,3,0.1,1000000,249999,118239215,3,232,10519,0,1121205
9,3,0.05,10000,9999,115962014,3,192,12780,0,4279659312
5,0,0.1,10000,9999,88450647,19,16616,171,0,2097193400
0,0,0.2,10000,4999,86314198,10,16328,343,0,1556275943
1,3,0.1,10000,1249,114046517,3,192,20046,0,2706773160
6,3,0.2,100000,24999,119238774,3,200,16939,0,1843741
8,3,0.01,100000,24999,122110404,2,216,2105,0,3781457879
6,3,0.2,1000000,124999,120424612,3,224,17931,0,3262066488
2,3,0.1,10000,1666,115954230,2,192,20046,0,2706773160
0,3,0.05,1000000,249999,125458342,1,240,8946,0,3776571191
5,0,0.01,10000,4999,112164288,26,37856,17,0,379416033
7,3,0.05,1000000,499999,123596539,3,240,8946,0,3776580134
8,3,0.01,1000000,499999,121800849,3,240,1789,0,3033671981
4,0,0.1,10000,2499,94680027,11,16616,171,0,999913583
6,3,0.2,100000,49999,118652354,2,200,16939,0,1860678
8,0,0.1,10000,4999,92221440,10,16616,171,0,1671145458
8,3,0.01,1000000,249999,128807819,3,240,1789,0,3033670193
0,0,0.1,10000,4999,89978796,11,16616,171,0,1671145458
0,0,0.05,10000,1249,92691159,8,19208,85,0,373701658
0,3,0.2,10000,9999,121863301,3,192,17761,0,1384787
5,3,0.2,1000000,249999,131509312,4,224,17931,0,3262084419
6,0,0.2,100000,16666,908754973,25,92728,3109,0,2602364717
3,3,0.05,1000000,124999,124137609,2,240,8946,0,3776562248
5,0,0.2,100000,16666,926750722,24,92728,3109,0,2602364717
5,0,0.01,10000,1666,122832837,15,37856,17,0,718823673
3,0,0.2,100000,99999,909641770,119,92728,3109,0,1925803705
2,3,0.01,100000,99999,125881724,3,216,2105,0,1305028857
2,3,0.2,100000,99999,139500702,4,200,16939,0,1877615
5,3,0.1,100000,16666,127096749,4,216,18629,0,372010
2,3,0.2,100000,12499,125621352,3,200,16939,0,1826804
9,3,0.2,1000000,999999,126863790,3,224,17931,0,3262120281
8,0,0.05,10000,1249,94361018,7,19208,85,0,373701658
5,0,0.01,10000,9999,123040996,29,37856,17,0,2779732145
3,3,0.2,10000,1249,121966708,2,192,17761,0,4022076665
7,3,0.01,10000,1666,126702877,3,192,2281,0,3415858
2,0,0.2,10000,1666,101002776,6,16328,343,0,3155662182
9,3,0.05,100000,24999,133459505,3,216,7702,0,4404597
3,0,0.1,10000,2499,98071884,9,16616,171,0,999913583
9,3,0.2,100000,99999,124934770,2,200,16939,0,1877615
0,0,0.05,10000,9999,99926794,17,19208,85,0,1655878139
9,3,0.01,100000,49999,140142979,2,216,2105,0,2543241265
5,3,0.2,100000,12499,131464496,3,200,16939,0,1826804
1,3,0.1,1000000,249999,138916629,3,232,10519,0,1121205
6,3,0.1,100000,12499,137442064,3,216,18629,0,353387
