id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
6,4,0.1,1000000,999999,1871738,3,912,199,0,2229257524
7,0,0.05,1000000,249999,4419671,4,5408,399,0,1003013033
9,6,0.01,10000,4999,23514716,9,15824,1399,0,1096610942
1,0,0.1,10000,9999,712780,6,7504,139,0,2701780212
7,6,0.2,100000,12499,2830509,3,1368,84,0,1903525288
5,7,0.05,1000000,499999,4623839,4,3304,399,0,2868762945
6,7,0.2,1000000,999999,1843216,4,848,99,0,3425415575
1,0,0.05,10000,4999,747958,8,13832,279,0,3072948413
5,0,0.01,100000,49999,2635956,9,22080,1699,0,2750341765
2,7,0.1,1000000,999999,2314746,3,1472,199,0,770905761
0,5,0.01,1000000,166666,5716231,3,3768,1999,0,1833817139
7,5,0.2,10000,1666,1157674,3,464,69,0,3890545297
9,0,0.01,10000,4999,883121,11,31856,1399,0,1033911977
8,0,0.01,10000,2499,886154,9,31856,1399,0,1605624851
0,6,0.05,1000000,499999,5881460,4,4424,399,0,3506843781
1,0,0.2,10000,4999,628050,3,952,69,0,3595136577
5,0,0.1,1000000,166666,19344662,10,16944,199,0,2789307669
3,0,0.2,1000000,249999,10284824,6,9128,99,0,688061724
8,5,0.1,10000,2499,1884280,3,856,139,0,278946240
0,7,0.05,10000,1249,2500369,3,1808,279,0,3872263658
