id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
9,5,0.1,100000,1695850,5287706,667254,28617888,0,0,3577233,3577233
1,4,0.1,100000,1918598,6644912,683817,28617720,0,0,3577212,3577212
4,6,0.2,1000000,2437296,6095182,1139060,28412664,0,0,3551580,3551580
1,3,0.2,1000000,2859158,4710613,528100,28618392,0,0,3577296,3577296
6,6,0.01,100000,1774780,6704013,1224472,28177448,0,0,3522178,3522178
7,4,0.2,10000,1677330,6085583,911680,28602776,0,0,3575344,3575344
8,0,0.2,100000,112228,6124355,84534,2114328,0,0,264288,264288
0,7,0.2,100000,3421100,5297593,1002730,27368832,0,0,3421101,3421101
3,7,0.05,1000000,1004199,6749501,1230775,28248248,0,0,3531028,3531028
0,5,0.2,10000,1215818,5572973,935246,28603320,0,0,3575412,3575412
6,4,0.1,100000,1918598,6375561,1274854,28617720,0,0,3577212,3577212
3,4,0.1,100000,396192,6432468,919278,28617720,0,0,3577212,3577212
0,6,0.2,1000000,1463483,6590848,1330855,28412664,0,0,3551580,3551580
7,0,0.01,10000,18269,7657816,967,192152,0,0,24016,24016
8,0,0.1,100000,232327,6432071,53669,2114328,0,0,264288,264288
3,4,0.2,1000000,1677330,6273366,1060102,28618392,0,0,3577296,3577296
5,5,0.1,1000000,2749578,4850804,910847,28618392,0,0,3577296,3577296
3,5,0.05,100000,941344,6614214,1246695,28617888,0,0,3577233,3577233
0,5,0.05,100000,2970122,4933098,860998,28617888,0,0,3577233,3577233
5,4,0.05,100000,2778730,6641789,1065295,28617720,0,0,3577212,3577212
2,0,0.05,1000000,252671,6444362,974118,18716496,0,0,617095,2339559
5,0,0.01,10000,24015,6721884,1013,192152,0,0,24016,24016
2,4,0.01,100000,1162874,5599429,912679,28617720,0,0,3577212,3577212
7,6,0.01,1000000,1140448,6552404,1242022,28412664,0,0,3551580,3551580
8,4,0.05,1000000,1832097,6107496,888595,28618392,0,0,3577296,3577296
0,4,0.1,10000,396349,5508390,993216,28602776,0,0,3575344,3575344
7,0,0.05,1000000,252671,6608627,1050974,18716496,0,0,617095,2339559
6,3,0.2,1000000,2859158,6950775,608134,28618392,0,0,3577296,3577296
9,4,0.1,10000,396349,6930140,996708,28602776,0,0,3575344,3575344
0,0,0.2,100000,112228,5446021,113582,2114328,0,0,264288,264288
7,4,0.2,100000,1677330,5785215,676935,28617720,0,0,3577212,3577212
5,0,0.1,1000000,1304823,6465857,731942,18716496,0,0,2339559,2339559
9,6,0.2,1000000,2437296,6668456,1152014,28412664,0,0,3551580,3551580
0,0,0.05,10000,11631,6781957,970,192152,0,0,24016,24016
7,4,0.01,10000,3575343,5688533,752017,28602776,0,0,3575344,3575344
2,5,0.1,1000000,1695850,5637963,753587,28618392,0,0,3577296,3577296
3,5,0.05,1000000,3577295,5473311,720705,28618392,0,0,3577296,3577296
5,6,0.01,1000000,3551579,6579304,1100409,28412664,0,0,3551580,3551580
8,5,0.2,10000,1215818,5570850,927494,28603320,0,0,3575412,3575412
6,0,0.2,10000,10322,6363682,989,192152,0,0,24016,24016
7,3,0.05,100000,3395752,5694167,494345,28618392,0,0,3577296,3577296
2,0,0.2,10000,22917,6129410,977,192152,0,0,24016,24016
3,3,0.1,1000000,3577295,6026479,630525,28618392,0,0,3577296,3577296
4,3,0.1,1000000,3216888,5527182,544163,28618392,0,0,3577296,3577296
9,7,0.2,100000,2953678,6459559,1204422,27368832,0,0,3421101,3421101
5,0,0.2,1000000,2225557,6983230,1088019,18716496,0,0,2339559,2339559
4,4,0.01,10000,712625,6288680,776265,28602776,0,0,3575344,3575344
5,3,0.1,1000000,3216888,5829068,484302,28618392,0,0,3577296,3577296
6,0,0.01,100000,201306,6703933,73879,2114328,0,0,264288,264288
6,7,0.1,1000000,1891099,6622809,963426,28248248,0,0,3531028,3531028
1,5,0.1,100000,3577232,6792647,1067475,28617888,0,0,3577233,3577233
6,7,0.05,10000,3093007,7274856,1028053,24744088,0,0,3093008,3093008
7,3,0.2,100000,2859158,5608309,519874,28618392,0,0,3577296,3577296
2,3,0.1,1000000,3216888,6151171,504581,28618392,0,0,3577296,3577296
5,7,0.2,1000000,3531027,6571927,1138561,28248248,0,0,3531028,3531028
2,0,0.2,1000000,1005800,6698404,883197,18716496,0,0,2339559,2339559
1,5,0.05,10000,1987465,6104284,1398719,28603320,0,0,3575412,3575412
8,3,0.1,10000,3216888,5992115,784461,28618392,0,0,3577296,3577296
0,5,0.2,1000000,2714523,5353144,925896,28618392,0,0,3577296,3577296
3,6,0.1,1000000,857453,6975661,1542334,28412664,0,0,3549079,3551580
3,6,0.1,100000,1898209,6307312,1030862,28177448,0,0,3522178,3522178
7,7,0.01,10000,2327872,5653608,1211392,24744088,0,0,3093008,3093008
9,0,0.1,1000000,589780,6348819,1224605,18716496,0,0,1441670,2339559
2,5,0.05,10000,941468,6344681,924210,28603320,0,0,3575412,3575412
9,0,0.05,100000,135233,6293224,155640,2114328,0,0,264288,264288
8,6,0.2,1000000,2437296,6428223,1347936,28412664,0,0,3551580,3551580
6,3,0.05,10000,3395752,6779073,720560,28618392,0,0,3577296,3577296
3,6,0.05,100000,373852,6813861,1617410,28177448,0,0,3522178,3522178
6,0,0.1,10000,5087,6209453,1500,192152,0,0,12209,24016
8,5,0.01,10000,3575411,6252955,747434,28603320,0,0,3575412,3575412
2,0,0.01,100000,264287,6699298,73662,2114328,0,0,264288,264288
8,7,0.2,1000000,1763586,6376885,1397268,28248248,0,0,3531028,3531028
1,4,0.2,100000,1677330,6636656,1006297,28617720,0,0,3577212,3577212
6,0,0.1,10000,24015,7370314,1104,192152,0,0,24016,24016
2,5,0.01,10000,1082162,6051488,873098,28603320,0,0,3575412,3575412
9,4,0.01,100000,2690337,6151101,921278,28617720,0,0,3577212,3577212
6,6,0.01,10000,1754469,7130624,1111798,27125304,0,0,3390660,3390660
2,6,0.01,100000,1774780,6016672,1357970,28177448,0,0,3522178,3522178
2,0,0.1,10000,5087,6587087,968,192152,0,0,12209,24016
7,5,0.01,1000000,1832153,6152536,1023843,28618392,0,0,3577296,3577296
2,3,0.1,100000,3216888,6106928,464284,28618392,0,0,3577296,3577296
4,3,0.1,100000,3216888,5997462,448205,28618392,0,0,3577296,3577296
2,7,0.2,10000,2628264,7499790,909103,24744088,0,0,3093008,3093008
0,6,0.01,10000,1142065,7313783,1405457,27125304,0,0,3390660,3390660
5,5,0.05,100000,2970122,7334097,809741,28617888,0,0,3577233,3577233
6,4,0.2,100000,1677330,6680546,769947,28617720,0,0,3577212,3577212
6,5,0.1,100000,2749578,7328049,1297582,28617888,0,0,3577233,3577233
4,7,0.01,1000000,1145441,6451316,1152381,28248248,0,0,3531028,3531028
2,7,0.01,10000,1605542,6996418,914465,24744088,0,0,3093008,3093008
7,6,0.01,100000,3522177,6895890,1176757,28177448,0,0,3522178,3522178
9,5,0.2,100000,1072953,6510975,875642,28617888,0,0,3577233,3577233
6,4,0.01,10000,2690337,6849683,974461,28602776,0,0,3575344,3575344
8,3,0.05,10000,3395752,6388437,473391,28618392,0,0,3577296,3577296
4,7,0.01,100000,1146540,7204177,1386497,27368832,0,0,3421101,3421101
5,6,0.2,100000,1178761,6495168,1334726,28177448,0,0,3522178,3522178
4,6,0.2,10000,2068574,6363979,1206815,27125304,0,0,3390660,3390660
1,5,0.01,10000,1832172,6281367,801840,28603320,0,0,3575412,3575412
4,5,0.05,1000000,941345,6658448,836879,28618392,0,0,3577296,3577296
6,6,0.05,10000,3333095,6610491,1176237,27125304,0,0,3390660,3390660
7,0,0.2,10000,10322,7009709,969,192152,0,0,24016,24016
3,0,0.05,1000000,2339558,6964375,840210,18716496,0,0,2339559,2339559
7,7,0.05,1000000,3444127,6985106,1270717,28248248,0,0,3531028,3531028
4,3,0.05,1000000,3395752,6750831,505237,28618392,0,0,3577296,3577296
1,6,0.01,1000000,1815992,7477330,1271469,28412664,0,0,3551580,3551580
8,6,0.1,1000000,3040225,6611058,1224468,28412664,0,0,3551580,3551580
3,6,0.2,1000000,2437296,5937560,978623,28412664,0,0,3551580,3551580
5,6,0.2,100000,1178761,6953530,1317366,28177448,0,0,3522178,3522178
2,3,0.05,10000,3395752,7457152,588314,28618392,0,0,3577296,3577296
8,5,0.01,100000,1082144,6022931,910099,28617888,0,0,3577233,3577233
5,6,0.1,10000,2101131,6690673,1079958,27125304,0,0,3390660,3390660
3,5,0.01,1000000,3577295,6523509,961438,28618392,0,0,3577296,3577296
3,4,0.2,100000,1677330,7370977,834319,28617720,0,0,3577212,3577212
0,7,0.05,10000,1026150,5794446,759438,24744088,0,0,3093008,3093008
9,7,0.2,100000,1833759,7047295,866849,27368832,0,0,3421101,3421101
4,5,0.1,1000000,2749578,6364248,822249,28618392,0,0,3577296,3577296
4,7,0.05,100000,1009860,6876648,818875,27368832,0,0,3421101,3421101
3,7,0.2,10000,1666939,6872660,959988,24744088,0,0,3093008,3093008
9,5,0.05,1000000,2970122,7610833,941214,28618392,0,0,3577296,3577296
5,0,0.1,100000,146757,6937543,146128,2114328,0,0,264288,264288
7,5,0.05,10000,1987465,7143621,989204,28603320,0,0,3575412,3575412
8,6,0.01,100000,1140749,6816511,1406057,28177448,0,0,3522178,3522178
2,7,0.1,10000,2579076,6277433,937288,24744088,0,0,3093008,3093008
1,5,0.2,100000,1072953,6621083,952294,28617888,0,0,3577233,3577233
5,7,0.01,10000,1149864,7173174,965528,24744088,0,0,3093008,3093008
2,3,0.1,1000000,3577295,6755112,597832,28618392,0,0,3577296,3577296
4,4,0.2,10000,2865683,7096891,928144,28602776,0,0,3575344,3575344
9,3,0.05,100000,3395752,6324938,570124,28618392,0,0,3577296,3577296
2,0,0.05,10000,23636,7014672,950,192152,0,0,24016,24016
5,3,0.01,10000,3538840,6661778,699266,28618392,0,0,3577296,3577296
4,5,0.1,10000,855920,6561056,774987,28603320,0,0,3575412,3575412
0,0,0.1,100000,67102,7425557,134146,2114328,0,0,172430,264288
4,7,0.01,10000,1605542,6559729,1035613,24744088,0,0,3093008,3093008
5,0,0.2,10000,10322,6697785,967,192152,0,0,24016,24016
3,6,0.01,1000000,511613,6942471,1200268,28412664,0,0,3539501,3551580
0,7,0.1,10000,2579076,7734232,917001,24744088,0,0,3093008,3093008
5,3,0.2,100000,3577295,6750430,502677,28618392,0,0,3577296,3577296
3,6,0.1,1000000,3040225,7319725,1363171,28412664,0,0,3551580,3551580
8,7,0.01,10000,1149864,7503728,1099734,24744088,0,0,3093008,3093008
2,3,0.01,1000000,3577295,6508621,345077,28618392,0,0,3577296,3577296
7,7,0.05,100000,1870227,7093295,1132073,27368832,0,0,3421101,3421101
6,0,0.01,10000,24015,7169659,972,192152,0,0,24016,24016
1,4,0.05,10000,2778730,7054097,959716,28602776,0,0,3575344,3575344
8,5,0.2,1000000,1599628,6443945,901117,28618392,0,0,3577296,3577296
1,4,0.2,1000000,1677330,6706769,1093495,28618392,0,0,3577296,3577296
8,0,0.01,100000,69760,7630369,63229,2114328,0,0,176653,264288
5,3,0.2,10000,2859158,6734586,430793,28618392,0,0,3577296,3577296
2,3,0.01,100000,3538840,6095152,556380,28618392,0,0,3577296,3577296
1,6,0.05,10000,3333095,6728847,972690,27125304,0,0,3390660,3390660
3,0,0.01,1000000,2339558,7453700,927457,18716496,0,0,2339559,2339559
5,6,0.01,100000,511890,6989109,1168393,28177448,0,0,3522178,3522178
2,0,0.2,10000,10322,6992911,946,192152,0,0,24016,24016
3,6,0.05,100000,2591403,6445675,1069961,28177448,0,0,3522178,3522178
7,6,0.1,100000,857476,6426929,1145431,28177448,0,0,3522178,3522178
9,6,0.2,100000,1178761,6938279,1204276,28177448,0,0,3522178,3522178
5,5,0.01,100000,1082144,6974326,836368,28617888,0,0,3577233,3577233
3,3,0.1,1000000,3216888,7056614,534700,28618392,0,0,3577296,3577296
4,6,0.05,1000000,3551579,7010494,1037205,28412664,0,0,3551580,3551580
4,4,0.01,1000000,1860256,5278650,963040,28618392,0,0,3577296,3577296
8,6,0.01,1000000,3551579,6041415,993906,28412664,0,0,3551580,3551580
1,0,0.1,100000,264287,6709255,184494,2114328,0,0,264288,264288
6,0,0.05,10000,6334,6614107,943,192152,0,0,15072,24016
9,4,0.2,100000,1677330,6816543,991780,28617720,0,0,3577212,3577212
1,7,0.01,10000,2327872,6614196,811205,24744088,0,0,3093008,3093008
3,0,0.05,100000,64643,6676335,104438,2114328,0,0,167931,264288
2,3,0.1,1000000,3216888,6496091,517249,28618392,0,0,3577296,3577296
6,5,0.01,100000,2712332,6593578,945697,28617888,0,0,3577233,3577233
2,7,0.05,10000,1026150,6430531,1031962,24744088,0,0,3093008,3093008
5,6,0.01,10000,513223,6703050,1162892,27125304,0,0,3390660,3390660
6,5,0.01,10000,3575411,5860380,829266,28603320,0,0,3575412,3575412
0,7,0.05,1000000,1712954,6312404,1111849,28248248,0,0,3531028,3531028
3,6,0.1,10000,857685,6958373,1157322,27125304,0,0,3390660,3390660
0,0,0.01,10000,5977,6381988,945,192152,0,0,14218,24016
1,7,0.01,100000,3421100,7219695,1282298,27368832,0,0,3421101,3421101
4,4,0.01,1000000,3577295,6119479,837177,28618392,0,0,3577296,3577296
7,0,0.01,100000,264287,6032445,64078,2114328,0,0,264288,264288
5,3,0.05,1000000,3577295,6305864,435078,28618392,0,0,3577296,3577296
8,3,0.01,100000,3538840,5953364,318811,28618392,0,0,3577296,3577296
2,5,0.05,100000,941344,5856846,786364,28617888,0,0,3577233,3577233
2,0,0.05,100000,263686,6746136,115024,2114328,0,0,264288,264288
7,4,0.1,1000000,3577295,6312577,785911,28618392,0,0,3577296,3577296
6,6,0.1,10000,2101131,6752994,1038579,27125304,0,0,3390660,3390660
0,4,0.01,1000000,712605,7346553,891245,28618392,0,0,3577296,3577296
9,4,0.2,100000,1677330,6684349,877146,28617720,0,0,3577212,3577212
0,4,0.1,10000,3575343,6775914,907557,28602776,0,0,3575344,3575344
9,3,0.2,1000000,2859158,6234847,577843,28618392,0,0,3577296,3577296
1,6,0.2,10000,3018440,6877312,941783,27125304,0,0,3390660,3390660
0,0,0.2,100000,112228,6077540,85508,2114328,0,0,264288,264288
1,6,0.2,10000,1182085,7324419,1170856,27125304,0,0,3390660,3390660
1,3,0.05,100000,3577295,6360161,448827,28618392,0,0,3577296,3577296
2,6,0.01,1000000,3551579,5833019,915958,28412664,0,0,3551580,3551580
2,7,0.2,10000,1666939,6748236,756036,24744088,0,0,3093008,3093008
2,4,0.05,1000000,1832097,6110641,863145,28618392,0,0,3577296,3577296
4,3,0.01,10000,3577295,6132046,446662,28618392,0,0,3577296,3577296
4,6,0.2,10000,1182085,6784480,1171819,27125304,0,0,3390660,3390660
5,6,0.1,1000000,3040225,6840308,1219908,28412664,0,0,3551580,3551580
0,3,0.05,1000000,3395752,6315993,537384,28618392,0,0,3577296,3577296
5,0,0.01,10000,5977,6759473,941,192152,0,0,14218,24016
6,3,0.05,1000000,3577295,6814051,563534,28618392,0,0,3577296,3577296
3,7,0.01,1000000,2663355,6307773,1246342,28248248,0,0,3531028,3531028
7,4,0.1,100000,396192,7172095,785828,28617720,0,0,3577212,3577212
6,3,0.1,10000,3216888,6471356,488522,28618392,0,0,3577296,3577296
6,5,0.01,1000000,3577295,6585759,924223,28618392,0,0,3577296,3577296
9,4,0.05,1000000,1832097,5620977,749388,28618392,0,0,3577296,3577296
8,6,0.1,10000,2591995,6434444,1020268,27125304,0,0,3390660,3390660
6,3,0.1,100000,3216888,6055336,540449,28618392,0,0,3577296,3577296
1,7,0.01,100000,1146540,6798847,738917,27368832,0,0,3421101,3421101
6,7,0.1,1000000,1405920,6204376,991459,28248248,0,0,3531028,3531028
7,6,0.2,1000000,2437296,6056658,1039317,28412664,0,0,3551580,3551580
0,0,0.1,100000,146757,5579805,163640,2114328,0,0,264288,264288
9,5,0.05,100000,2970122,6352152,642454,28617888,0,0,3577233,3577233
5,4,0.05,10000,1832068,6591813,897351,28602776,0,0,3575344,3575344
8,0,0.05,100000,64643,5895211,121613,2114328,0,0,167931,264288
0,6,0.01,100000,2671103,5808945,1097581,28177448,0,0,3522178,3522178
8,4,0.1,10000,1918598,6251461,1073401,28602776,0,0,3575344,3575344
7,5,0.05,10000,3575411,5552164,796647,28603320,0,0,3575412,3575412
5,0,0.01,1000000,1171769,5797165,798792,18716496,0,0,2339559,2339559
7,0,0.01,10000,5977,6533434,948,192152,0,0,14218,24016
6,7,0.1,1000000,2488371,6107211,1095120,28248248,0,0,3531028,3531028
8,7,0.2,100000,595268,5750020,1064007,27368832,0,0,3421101,3421101
3,6,0.2,100000,3522177,6383357,1261545,28177448,0,0,3522178,3522178
3,7,0.01,10000,1149864,6858419,976445,24744088,0,0,3093008,3093008
2,7,0.05,1000000,1004199,6343087,1138702,28248248,0,0,3531028,3531028
0,0,0.01,10000,12319,6315253,966,192152,0,0,24016,24016
0,0,0.05,1000000,2339558,7114884,1059694,18716496,0,0,2339559,2339559
5,6,0.05,100000,2591403,6038952,1305983,28177448,0,0,3522178,3522178
4,6,0.05,1000000,369889,6012379,1023398,28412664,0,0,3535014,3551580
8,4,0.05,100000,1832094,5746029,735045,28617720,0,0,3577212,3577212
4,5,0.2,100000,3577232,6205523,761616,28617888,0,0,3577233,3577233
5,6,0.05,100000,373852,4405889,919233,28177448,0,0,3522178,3522178
9,5,0.2,1000000,1599628,6718976,1021465,28618392,0,0,3577296,3577296
9,3,0.2,10000,3577295,5767746,348566,28618392,0,0,3577296,3577296
7,6,0.05,100000,1779991,6221711,845608,28177448,0,0,3522178,3522178
7,3,0.1,100000,3216888,6308959,549005,28618392,0,0,3577296,3577296
3,5,0.2,10000,2514249,6583539,723130,28603320,0,0,3575412,3575412
1,6,0.2,1000000,2437296,5716728,1085158,28412664,0,0,3551580,3551580
7,7,0.1,10000,871629,6684684,1087070,24744088,0,0,3093008,3093008
5,6,0.1,100000,1898209,6764449,1425104,28177448,0,0,3522178,3522178
9,6,0.2,1000000,1463483,5960271,737077,28412664,0,0,3551580,3551580
0,6,0.2,100000,3023632,6169795,999167,28177448,0,0,3522178,3522178
1,3,0.2,1000000,3577295,6073176,645158,28618392,0,0,3577296,3577296
6,6,0.1,1000000,3040225,4288234,1084307,28412664,0,0,3551580,3551580
9,3,0.05,100000,3395752,6101473,530624,28618392,0,0,3577296,3577296
5,7,0.1,100000,3421100,5678700,1035845,27368832,0,0,3421101,3421101
6,4,0.05,1000000,1019924,6714587,817766,28618392,0,0,3577296,3577296
7,0,0.1,100000,264287,6415322,133793,2114328,0,0,264288,264288
0,4,0.1,1000000,396185,5624501,825747,28618392,0,0,3577294,3577296
5,7,0.1,10000,3093007,6480797,915748,24744088,0,0,3093008,3093008
5,4,0.05,1000000,569741,5957711,892821,28618392,0,0,3577296,3577296
6,0,0.05,10000,11631,6293823,2043,192152,0,0,24016,24016
6,7,0.1,10000,1614536,6538375,1173041,24744088,0,0,3093008,3093008
8,4,0.01,10000,712625,5796960,771087,28602776,0,0,3575344,3575344
2,6,0.2,1000000,2437296,6355872,945178,28412664,0,0,3551580,3551580
7,6,0.05,10000,1659173,5934574,1111507,27125304,0,0,3390660,3390660
7,6,0.05,1000000,1942447,6545739,1139513,28412664,0,0,3551580,3551580
4,6,0.01,10000,3390659,5649408,819092,27125304,0,0,3390660,3390660
2,0,0.05,10000,11631,6142034,1015,192152,0,0,24016,24016
0,4,0.2,100000,1677330,5945015,906606,28617720,0,0,3577212,3577212
2,6,0.01,10000,1142065,6821389,1312551,27125304,0,0,3390660,3390660
2,4,0.2,100000,1677330,5800857,686336,28617720,0,0,3577212,3577212
6,4,0.1,10000,396349,6295954,1185130,28602776,0,0,3575344,3575344
9,0,0.05,1000000,613375,4825563,893948,18716496,0,0,1504081,2339559
3,7,0.01,1000000,1145441,6903746,1359998,28248248,0,0,3531028,3531028
6,6,0.2,100000,1178761,5898770,1203277,28177448,0,0,3522178,3522178
5,4,0.2,100000,2866617,5748633,838512,28617720,0,0,3577212,3577212
7,4,0.2,10000,3575343,6870665,871776,28602776,0,0,3575344,3575344
7,6,0.01,1000000,2671132,7077908,1338322,28412664,0,0,3551580,3551580
0,4,0.2,1000000,1677330,5850453,623879,28618392,0,0,3577296,3577296
1,4,0.01,100000,1860257,5201505,768641,28617720,0,0,3577212,3577212
0,0,0.05,100000,263686,4182268,53577,2114328,0,0,264288,264288
0,4,0.01,10000,2690337,5963742,938771,28602776,0,0,3575344,3575344
1,6,0.01,1000000,511613,6280241,1175615,28412664,0,0,3539501,3551580
4,4,0.05,1000000,1832097,6783094,930077,28618392,0,0,3577296,3577296
3,0,0.01,1000000,1766293,5999437,1001865,18716496,0,0,2339559,2339559
6,5,0.2,100000,1072953,6417072,983274,28617888,0,0,3577233,3577233
1,5,0.01,1000000,1082143,5607639,1065482,28618392,0,0,3577296,3577296
6,6,0.2,100000,3522177,5835220,1157502,28177448,0,0,3522178,3522178
5,0,0.1,1000000,2050374,5605019,901605,18716496,0,0,2339559,2339559
7,3,0.1,100000,3577295,5890689,402160,28618392,0,0,3577296,3577296
3,6,0.05,1000000,369889,6938045,1212517,28412664,0,0,3535014,3551580
4,4,0.1,100000,973741,5489416,861119,28617720,0,0,3577212,3577212
7,5,0.05,10000,2970122,6428312,690289,28603320,0,0,3575412,3575412
6,4,0.01,10000,3575343,5210480,905812,28602776,0,0,3575344,3575344
6,6,0.01,1000000,1140448,5013925,1020023,28412664,0,0,3551580,3551580
1,5,0.2,1000000,1599628,5970274,925543,28618392,0,0,3577296,3577296
4,7,0.05,10000,1026150,6996716,979377,24744088,0,0,3093008,3093008
5,7,0.1,10000,871629,6462903,958252,24744088,0,0,3093008,3093008
7,4,0.2,10000,1677330,6529840,888705,28602776,0,0,3575344,3575344
3,3,0.01,10000,3538840,6393724,565262,28618392,0,0,3577296,3577296
4,3,0.2,1000000,2859158,6433136,577263,28618392,0,0,3577296,3577296
4,6,0.1,1000000,3551579,6767827,1703978,28412664,0,0,3551580,3551580
4,0,0.2,1000000,1005800,6405395,1014091,18716496,0,0,2339559,2339559
2,5,0.2,1000000,1599628,6340067,917073,28618392,0,0,3577296,3577296
4,6,0.1,10000,2591995,6545287,1086949,27125304,0,0,3390660,3390660
5,6,0.1,10000,857685,5734570,1078991,27125304,0,0,3390660,3390660
1,7,0.1,10000,3093007,5211836,794309,24744088,0,0,3093008,3093008
4,0,0.05,10000,6334,7204572,951,192152,0,0,15072,24016
5,7,0.1,100000,838694,6448995,1263807,27368832,0,0,3421101,3421101
2,6,0.1,10000,2591995,6143511,1057809,27125304,0,0,3390660,3390660
9,0,0.2,100000,112228,6825932,94091,2114328,0,0,264288,264288
5,0,0.01,100000,264287,6572343,74087,2114328,0,0,264288,264288
8,5,0.05,10000,2970122,6592506,806282,28603320,0,0,3575412,3575412
2,6,0.2,1000000,3551579,6367436,1276895,28412664,0,0,3551580,3551580
7,4,0.05,10000,3575343,5080891,593866,28602776,0,0,3575344,3575344
4,0,0.2,100000,112228,7190290,186073,2114328,0,0,264288,264288
3,0,0.01,1000000,65491,7415199,1052458,18716496,0,0,169583,2339559
6,6,0.1,1000000,3551579,6876587,2179338,28412664,0,0,3551580,3551580
3,7,0.01,10000,3093007,6772853,1152445,24744088,0,0,3093008,3093008
0,6,0.05,1000000,3551579,6370959,1381333,28412664,0,0,3551580,3551580
0,4,0.2,1000000,3577295,6012931,663707,28618392,0,0,3577296,3577296
2,5,0.1,1000000,2749578,5886589,1066499,28618392,0,0,3577296,3577296
4,3,0.05,10000,3395752,6303869,1109819,28618392,0,0,3577296,3577296
4,5,0.05,100000,941344,6271787,1532039,28617888,0,0,3577233,3577233
0,0,0.01,100000,201306,6737589,153622,2114328,0,0,264288,264288
3,3,0.01,100000,3577295,6796050,565139,28618392,0,0,3577296,3577296
2,0,0.01,100000,69760,8021486,106905,2114328,0,0,176653,264288
5,7,0.2,10000,1666939,6903486,1092322,24744088,0,0,3093008,3093008
4,0,0.1,10000,24015,6473337,935,192152,0,0,24016,24016
5,5,0.1,1000000,298452,6089612,963970,28618392,0,0,3577287,3577296
4,3,0.2,100000,2859158,4950778,385007,28618392,0,0,3577296,3577296
7,4,0.05,10000,569838,6906433,1193491,28602776,0,0,3575344,3575344
7,0,0.2,10000,10322,7016928,960,192152,0,0,24016,24016
8,0,0.01,10000,18269,6846037,1058,192152,0,0,24016,24016
3,6,0.01,100000,3522177,6048811,1331556,28177448,0,0,3522178,3522178
7,3,0.01,10000,3538840,5605197,394239,28618392,0,0,3577296,3577296
8,3,0.2,1000000,2859158,7646294,1057980,28618392,0,0,3577296,3577296
1,7,0.2,1000000,2938482,6978975,1497736,28248248,0,0,3531028,3531028
8,0,0.05,10000,6334,7177500,1184,192152,0,0,15072,24016
2,5,0.2,10000,2514249,6764151,1095057,28603320,0,0,3575412,3575412
9,0,0.2,1000000,2225557,5151044,880081,18716496,0,0,2339559,2339559
6,5,0.1,10000,855920,6675789,1109312,28603320,0,0,3575412,3575412
9,7,0.2,10000,2628264,6686585,948809,24744088,0,0,3093008,3093008
9,7,0.2,1000000,3531027,7222928,1474179,28248248,0,0,3531028,3531028
3,7,0.01,1000000,3531027,7136397,1481744,28248248,0,0,3531028,3531028
4,5,0.05,1000000,406161,6304070,1039874,28618392,0,0,3577294,3577296
8,5,0.01,10000,1082162,6501292,987190,28603320,0,0,3575412,3575412
4,3,0.2,100000,2859158,7136390,667278,28618392,0,0,3577296,3577296
1,3,0.05,100000,3395752,6945683,586997,28618392,0,0,3577296,3577296
0,7,0.05,100000,1009860,7530087,2113398,27368832,0,0,3421101,3421101
5,7,0.01,1000000,1145441,6997599,1474986,28248248,0,0,3531028,3531028
7,3,0.2,10000,3577295,5991756,588442,28618392,0,0,3577296,3577296
9,3,0.05,1000000,3395752,6192657,587978,28618392,0,0,3577296,3577296
3,5,0.05,10000,3575411,6656231,1089653,28603320,0,0,3575412,3575412
5,3,0.01,10000,3538840,7035892,536730,28618392,0,0,3577296,3577296
1,7,0.01,10000,1605542,6999723,1121187,24744088,0,0,3093008,3093008
6,6,0.01,1000000,2671132,6513437,1600972,28412664,0,0,3551580,3551580
3,5,0.1,100000,3577232,6586016,990159,28617888,0,0,3577233,3577233
4,0,0.01,1000000,65491,7195270,1030460,18716496,0,0,169583,2339559
3,7,0.05,1000000,1004199,7913282,1405127,28248248,0,0,3531028,3531028
2,5,0.1,10000,855920,6927384,1207159,28603320,0,0,3575412,3575412
6,6,0.05,1000000,1027876,6828509,1309743,28412664,0,0,3551580,3551580
6,0,0.2,100000,112228,6417160,114919,2114328,0,0,264288,264288
2,5,0.01,10000,548975,7208764,946957,28603320,0,0,3575412,3575412
4,4,0.2,100000,2866617,6261581,910725,28617720,0,0,3577212,3577212
2,6,0.1,100000,857476,7398473,1244889,28177448,0,0,3522178,3522178
4,7,0.01,1000000,1145441,7267780,1047081,28248248,0,0,3531028,3531028
1,5,0.1,100000,1695850,6843136,1042424,28617888,0,0,3577233,3577233
9,5,0.01,100000,3577232,7168352,1131179,28617888,0,0,3577233,3577233
2,3,0.01,1000000,3538840,6162178,539899,28618392,0,0,3577296,3577296
1,3,0.05,100000,3395752,6038195,620379,28618392,0,0,3577296,3577296
5,5,0.1,10000,855920,7093741,1239601,28603320,0,0,3575412,3575412
2,6,0.2,100000,1178761,8386343,2099175,28177448,0,0,3522178,3522178
6,7,0.2,100000,1833759,6725497,1261727,27368832,0,0,3421101,3421101
0,7,0.1,1000000,1891099,7254552,1302219,28248248,0,0,3531028,3531028
2,0,0.01,1000000,65491,6990734,952462,18716496,0,0,169583,2339559
8,6,0.01,10000,1754469,7168249,1266975,27125304,0,0,3390660,3390660
3,0,0.2,100000,112228,9254363,161856,2114328,0,0,264288,264288
