id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
9,3,0.05,100000,3395752,6156627,434972,28618392,0,0,3577296,3577296
6,5,0.2,10000,2514249,5648248,1018764,28603320,0,0,3575412,3575412
9,0,0.2,1000000,1005800,7231022,917525,18716496,0,0,2339559,2339559
2,4,0.1,1000000,973741,6354135,1105801,28618392,0,0,3577296,3577296
5,3,0.2,1000000,2859158,5803732,495693,28618392,0,0,3577296,3577296
1,4,0.2,1000000,2866659,5151324,718415,28618392,0,0,3577296,3577296
3,5,0.01,10000,1082162,5771558,627269,28603320,0,0,3575412,3575412
5,5,0.2,100000,2608931,5184973,714615,28617888,0,0,3577233,3577233
9,5,0.01,100000,2712332,5989212,677073,28617888,0,0,3577233,3577233
4,4,0.05,100000,3493242,6017652,668094,28617720,0,0,3577212,3577212
6,5,0.05,100000,2970122,5889787,894899,28617888,0,0,3577233,3577233
3,5,0.2,10000,3575411,6270166,696796,28603320,0,0,3575412,3575412
6,5,0.05,10000,1987465,5695924,766398,28603320,0,0,3575412,3575412
8,5,0.1,100000,855922,5955257,811238,28617888,0,0,3577233,3577233
6,4,0.2,10000,1677330,5139616,1000341,28602776,0,0,3575344,3575344
4,7,0.2,100000,1833759,6543367,1039686,27368832,0,0,3421101,3421101
9,4,0.1,1000000,3269255,6509485,875232,28618392,0,0,3577296,3577296
7,3,0.1,100000,3216888,5193591,411725,28618392,0,0,3577296,3577296
2,5,0.2,10000,2946016,6106501,828467,28603320,0,0,3575412,3575412
0,7,0.05,10000,3093007,6292257,884730,24744088,0,0,3093008,3093008
9,7,0.05,1000000,1004199,6327015,997558,28248248,0,0,3531028,3531028
8,4,0.2,100000,1677330,5534127,828860,28617720,0,0,3577212,3577212
4,0,0.2,1000000,2225557,6074218,683997,18716496,0,0,2339559,2339559
8,7,0.2,1000000,1763586,5081191,995590,28248248,0,0,3531028,3531028
5,7,0.2,10000,2628264,5732020,739876,24744088,0,0,3093008,3093008
6,0,0.05,1000000,1165994,5534694,861961,18716496,0,0,2339559,2339559
0,3,0.01,1000000,3538840,5455759,405195,28618392,0,0,3577296,3577296
3,0,0.2,1000000,2225557,6212739,1077506,18716496,0,0,2339559,2339559
2,5,0.1,100000,3577232,6704728,882382,28617888,0,0,3577233,3577233
3,0,0.1,10000,5087,5928955,946,192152,0,0,12209,24016
9,7,0.1,100000,988087,6629487,952511,27368832,0,0,3421101,3421101
3,4,0.2,1000000,2866659,6335208,846102,28618392,0,0,3577296,3577296
4,6,0.1,1000000,1954606,6466630,1135547,28412664,0,0,3551580,3551580
6,3,0.1,100000,3577295,5247507,514069,28618392,0,0,3577296,3577296
2,4,0.01,10000,2690337,5718473,624086,28602776,0,0,3575344,3575344
2,5,0.05,100000,3577232,5778815,1053697,28617888,0,0,3577233,3577233
7,6,0.2,100000,3522177,6282155,974557,28177448,0,0,3522178,3522178
3,0,0.2,100000,112228,6236937,68098,2114328,0,0,264288,264288
4,3,0.1,10000,3216888,6342062,399052,28618392,0,0,3577296,3577296
4,5,0.2,100000,1072953,6762912,834282,28617888,0,0,3577233,3577233
0,4,0.2,10000,1677330,6521196,866745,28602776,0,0,3575344,3575344
7,4,0.01,10000,2690337,6533979,945418,28602776,0,0,3575344,3575344
4,6,0.1,10000,3390659,6082083,973681,27125304,0,0,3390660,3390660
1,3,0.01,1000000,3538840,5946360,416870,28618392,0,0,3577296,3577296
6,0,0.01,1000000,2339558,6028630,847886,18716496,0,0,2339559,2339559
6,0,0.2,1000000,1005800,5386104,817857,18716496,0,0,2339559,2339559
2,5,0.01,100000,3577232,6176662,703160,28617888,0,0,3577233,3577233
4,0,0.05,100000,64643,5767972,103469,2114328,0,0,167931,264288
3,6,0.05,10000,1659173,5660912,907410,27125304,0,0,3390660,3390660
0,7,0.2,1000000,1763586,6079145,1046144,28248248,0,0,3531028,3531028
2,6,0.2,10000,2068574,5573351,1157020,27125304,0,0,3390660,3390660
3,7,0.01,10000,1149864,5703722,969969,24744088,0,0,3093008,3093008
2,4,0.05,1000000,1019924,6053835,940212,28618392,0,0,3577296,3577296
0,5,0.01,100000,548958,5302693,731179,28617888,0,0,3577233,3577233
1,0,0.2,10000,10322,5922016,955,192152,0,0,24016,24016
7,3,0.2,10000,2859158,5794061,386891,28618392,0,0,3577296,3577296
2,3,0.01,10000,3538840,6268171,490699,28618392,0,0,3577296,3577296
2,4,0.1,10000,973741,6125536,793998,28602776,0,0,3575344,3575344
4,0,0.1,1000000,589780,6487350,881655,18716496,0,0,1441670,2339559
0,3,0.01,1000000,3577295,5817545,503108,28618392,0,0,3577296,3577296
8,6,0.1,100000,3522177,5176182,965680,28177448,0,0,3522178,3522178
4,6,0.1,1000000,857453,5833170,1176955,28412664,0,0,3549079,3551580
2,7,0.1,10000,3093007,5909388,860835,24744088,0,0,3093008,3093008
2,0,0.01,100000,133344,5991364,53615,2114328,0,0,264288,264288
0,3,0.01,100000,3577295,5268685,477857,28618392,0,0,3577296,3577296
6,4,0.05,1000000,2778730,5724578,1021189,28618392,0,0,3577296,3577296
0,7,0.1,1000000,3392804,5840468,1096291,28248248,0,0,3531028,3531028
3,3,0.05,1000000,3395752,5669057,463347,28618392,0,0,3577296,3577296
3,0,0.01,100000,7155,6256026,76712,2114328,0,0,16983,264288
6,5,0.05,10000,2970122,5913797,827024,28603320,0,0,3575412,3575412
3,5,0.1,10000,2749578,6357610,1074063,28603320,0,0,3575412,3575412
7,7,0.2,10000,1666939,5830382,839581,24744088,0,0,3093008,3093008
4,6,0.2,1000000,2437296,6478976,1334605,28412664,0,0,3551580,3551580
1,5,0.2,1000000,3577295,6008933,948492,28618392,0,0,3577296,3577296
6,5,0.2,100000,1801350,5217422,748376,28617888,0,0,3577233,3577233
6,3,0.2,10000,2859158,5883378,593911,28618392,0,0,3577296,3577296
8,7,0.2,100000,2953678,6507150,1005172,27368832,0,0,3421101,3421101
3,5,0.2,1000000,1599628,5993036,957270,28618392,0,0,3577296,3577296
2,6,0.1,1000000,3551579,6281727,967760,28412664,0,0,3551580,3551580
5,0,0.1,1000000,589780,6057727,942890,18716496,0,0,1441670,2339559
8,4,0.05,10000,3575343,5909841,684696,28602776,0,0,3575344,3575344
4,4,0.2,1000000,1677330,6032233,873219,28618392,0,0,3577296,3577296
1,0,0.05,100000,135233,6519277,73460,2114328,0,0,264288,264288
3,0,0.1,10000,11260,5287497,55994,192152,0,0,24016,24016
3,3,0.01,100000,3538840,6511379,572884,28618392,0,0,3577296,3577296
4,4,0.1,10000,1918598,5228228,842780,28602776,0,0,3575344,3575344
1,5,0.2,10000,1215818,5964059,921016,28603320,0,0,3575412,3575412
2,5,0.1,1000000,3577295,5746791,912344,28618392,0,0,3577296,3577296
3,3,0.1,10000,3216888,4848454,488705,28618392,0,0,3577296,3577296
2,5,0.1,100000,855922,5886437,821535,28617888,0,0,3577233,3577233
8,6,0.1,1000000,857453,6392326,996071,28412664,0,0,3549079,3551580
1,5,0.2,10000,2514249,5660861,926728,28603320,0,0,3575412,3575412
1,4,0.05,100000,3493242,5137459,880919,28617720,0,0,3577212,3577212
4,4,0.2,100000,1677330,5903967,868078,28617720,0,0,3577212,3577212
4,5,0.01,100000,1082144,5245743,839452,28617888,0,0,3577233,3577233
7,6,0.1,1000000,857453,5976536,852799,28412664,0,0,3549079,3551580
3,0,0.05,10000,2147,6036574,940,192152,0,0,5019,24016
6,7,0.05,1000000,1712954,5717784,801098,28248248,0,0,3531028,3531028
3,5,0.1,1000000,3577295,6680429,901376,28618392,0,0,3577296,3577296
2,7,0.2,100000,3421100,6923491,1304928,27368832,0,0,3421101,3421101
1,6,0.1,1000000,3551579,6285378,1065875,28412664,0,0,3551580,3551580
4,0,0.2,1000000,1005800,6654198,983558,18716496,0,0,2339559,2339559
7,3,0.05,10000,3395752,5301580,500392,28618392,0,0,3577296,3577296
2,0,0.01,1000000,1766293,6431953,875962,18716496,0,0,2339559,2339559
4,5,0.01,1000000,1082143,5991507,650274,28618392,0,0,3577296,3577296
8,6,0.1,10000,3390659,6305797,955099,27125304,0,0,3390660,3390660
9,5,0.05,100000,1987465,5146364,710632,28617888,0,0,3577233,3577233
9,5,0.05,1000000,1987465,6146512,1053328,28618392,0,0,3577296,3577296
5,0,0.05,10000,23636,5836475,50991,192152,0,0,24016,24016
3,4,0.2,10000,1677330,6662841,865760,28602776,0,0,3575344,3575344
0,6,0.2,100000,3522177,5880908,836847,28177448,0,0,3522178,3522178
5,6,0.01,100000,1774780,6090996,1129983,28177448,0,0,3522178,3522178
9,7,0.2,100000,3421100,7174209,1207198,27368832,0,0,3421101,3421101
3,6,0.01,100000,2671103,5769987,979027,28177448,0,0,3522178,3522178
2,0,0.05,100000,135233,6225898,164645,2114328,0,0,264288,264288
5,6,0.1,10000,3390659,6326862,1016905,27125304,0,0,3390660,3390660
9,6,0.05,1000000,1942447,5555588,1129568,28412664,0,0,3551580,3551580
3,4,0.01,100000,712606,6354038,839802,28617720,0,0,3577212,3577212
3,4,0.01,10000,712625,5912736,978637,28602776,0,0,3575344,3575344
7,5,0.01,1000000,2712332,5860228,904414,28618392,0,0,3577296,3577296
8,0,0.05,1000000,613375,6082581,748104,18716496,0,0,1504081,2339559
5,5,0.05,10000,1987465,6535502,1096274,28603320,0,0,3575412,3575412
9,6,0.05,1000000,369889,6373312,1110940,28412664,0,0,3535014,3551580
4,5,0.2,10000,3575411,5761271,915431,28603320,0,0,3575412,3575412
7,4,0.05,1000000,2778730,5959483,798567,28618392,0,0,3577296,3577296
0,5,0.2,100000,1801350,5654343,711364,28617888,0,0,3577233,3577233
3,7,0.1,100000,2016445,4807840,1047607,27368832,0,0,3421101,3421101
2,6,0.2,100000,2008010,6295003,1335331,28177448,0,0,3522178,3522178
6,3,0.05,1000000,3395752,5839799,660744,28618392,0,0,3577296,3577296
9,5,0.1,100000,855922,6598582,961824,28617888,0,0,3577233,3577233
6,7,0.2,1000000,1763586,5944644,1135183,28248248,0,0,3531028,3531028
8,5,0.2,100000,1072953,5787641,970771,28617888,0,0,3577233,3577233
8,3,0.2,100000,2859158,6677102,656541,28618392,0,0,3577296,3577296
1,0,0.01,10000,18269,5726049,966,192152,0,0,24016,24016
6,4,0.01,1000000,1860256,6152745,831096,28618392,0,0,3577296,3577296
7,6,0.1,100000,857476,5892993,1358939,28177448,0,0,3522178,3522178
2,4,0.2,10000,1677330,5090801,678946,28602776,0,0,3575344,3575344
0,7,0.1,10000,3093007,5300869,688642,24744088,0,0,3093008,3093008
3,3,0.05,10000,3395752,5015188,392075,28618392,0,0,3577296,3577296
2,7,0.1,100000,988087,6069513,1113911,27368832,0,0,3421101,3421101
0,4,0.05,10000,1832068,7051758,818330,28602776,0,0,3575344,3575344
2,0,0.2,100000,198719,6727229,133770,2114328,0,0,264288,264288
0,7,0.05,100000,1870227,5943668,1275435,27368832,0,0,3421101,3421101
7,3,0.01,1000000,3538840,7156000,584589,28618392,0,0,3577296,3577296
3,4,0.01,1000000,3577295,5854250,789768,28618392,0,0,3577296,3577296
1,6,0.05,10000,1027970,6138640,1119062,27125304,0,0,3390660,3390660
6,6,0.1,100000,1898209,6215424,1067754,28177448,0,0,3522178,3522178
3,7,0.2,1000000,3531027,6325608,960051,28248248,0,0,3531028,3531028
6,0,0.05,10000,17872,6887281,961,192152,0,0,24016,24016
6,6,0.2,1000000,2437296,6179380,956825,28412664,0,0,3551580,3551580
3,7,0.1,100000,2554884,5685641,1130116,27368832,0,0,3421101,3421101
6,0,0.01,10000,18269,6198158,51015,192152,0,0,24016,24016
6,4,0.1,10000,973741,5913753,807454,28602776,0,0,3575344,3575344
8,4,0.01,1000000,1162873,6283036,655833,28618392,0,0,3577296,3577296
6,0,0.01,10000,5977,6275495,942,192152,0,0,14218,24016
2,6,0.1,10000,857685,6727769,1125967,27125304,0,0,3390660,3390660
6,7,0.2,10000,2628264,7348615,1026957,24744088,0,0,3093008,3093008
3,6,0.1,10000,857685,6615784,1152314,27125304,0,0,3390660,3390660
4,3,0.2,100000,2859158,6199720,482347,28618392,0,0,3577296,3577296
9,3,0.01,100000,3538840,6549260,474372,28618392,0,0,3577296,3577296
2,4,0.01,1000000,1860256,5959198,832492,28618392,0,0,3577296,3577296
7,3,0.2,100000,3577295,6051501,405166,28618392,0,0,3577296,3577296
4,6,0.2,100000,2008010,6241903,982134,28177448,0,0,3522178,3522178
8,7,0.1,10000,2579076,5941711,813006,24744088,0,0,3093008,3093008
4,0,0.05,1000000,1816880,5871853,878641,18716496,0,0,2339559,2339559
6,0,0.1,10000,5087,6056441,930,192152,0,0,12209,24016
8,7,0.2,100000,1833759,7212808,996577,27368832,0,0,3421101,3421101
5,7,0.01,1000000,1771731,6807835,1094899,28248248,0,0,3531028,3531028
6,4,0.1,100000,973741,6238712,717594,28617720,0,0,3577212,3577212
6,7,0.2,1000000,1763586,5258408,988577,28248248,0,0,3531028,3531028
5,5,0.1,10000,1694747,5765437,815894,28603320,0,0,3575412,3575412
7,3,0.2,1000000,3577295,5769576,440270,28618392,0,0,3577296,3577296
7,0,0.1,10000,24015,5754424,953,192152,0,0,24016,24016
8,4,0.2,1000000,1677330,6576204,889266,28618392,0,0,3577296,3577296
2,4,0.1,10000,3268279,6471848,831033,28602776,0,0,3575344,3575344
3,6,0.01,1000000,3551579,6264545,1026695,28412664,0,0,3551580,3551580
1,5,0.01,1000000,1832153,6330203,836545,28618392,0,0,3577296,3577296
4,4,0.05,10000,3575343,6211459,705270,28602776,0,0,3575344,3575344
8,5,0.05,1000000,406161,6037567,856621,28618392,0,0,3577294,3577296
2,5,0.01,1000000,1082143,5349150,1031244,28618392,0,0,3577296,3577296
4,3,0.2,10000,2859158,6042335,409325,28618392,0,0,3577296,3577296
5,5,0.2,10000,3575411,6415537,928755,28603320,0,0,3575412,3575412
3,4,0.05,100000,3493242,6288092,870274,28617720,0,0,3577212,3577212
4,3,0.01,10000,3538840,6371501,468805,28618392,0,0,3577296,3577296
3,3,0.01,1000000,3538840,5217139,533375,28618392,0,0,3577296,3577296
9,5,0.2,10000,1215818,5961883,843915,28603320,0,0,3575412,3575412
0,7,0.1,1000000,2488371,5253262,1260410,28248248,0,0,3531028,3531028
7,5,0.01,100000,2712332,7213431,672793,28617888,0,0,3577233,3577233
6,3,0.1,100000,3216888,5437084,401285,28618392,0,0,3577296,3577296
4,5,0.05,1000000,1987465,6438494,891436,28618392,0,0,3577296,3577296
3,4,0.2,1000000,1677330,6127719,1233128,28618392,0,0,3577296,3577296
2,3,0.1,10000,3216888,5335009,446746,28618392,0,0,3577296,3577296
9,4,0.01,100000,3577211,5799484,717754,28617720,0,0,3577212,3577212
6,3,0.1,10000,3216888,6301425,514544,28618392,0,0,3577296,3577296
2,4,0.2,1000000,1677330,5906114,960040,28618392,0,0,3577296,3577296
1,4,0.2,10000,1677330,6301884,811677,28602776,0,0,3575344,3575344
5,6,0.2,100000,3522177,6763616,1363139,28177448,0,0,3522178,3522178
5,4,0.01,10000,1162893,5827561,985990,28602776,0,0,3575344,3575344
1,3,0.05,10000,3395752,5842043,603297,28618392,0,0,3577296,3577296
7,6,0.1,100000,3522177,5643161,1008269,28177448,0,0,3522178,3522178
6,5,0.01,1000000,548957,5820549,960689,28618392,0,0,3577296,3577296
9,5,0.2,10000,2514249,6703899,753914,28603320,0,0,3575412,3575412
8,7,0.1,10000,1614536,6361999,925021,24744088,0,0,3093008,3093008
8,3,0.01,100000,3538840,5262310,320603,28618392,0,0,3577296,3577296
8,7,0.2,100000,1833759,6861495,1122414,27368832,0,0,3421101,3421101
7,0,0.1,1000000,2316668,6187674,829149,18716496,0,0,2339559,2339559
2,7,0.1,1000000,2488371,5741709,1190649,28248248,0,0,3531028,3531028
9,0,0.05,1000000,2339558,5633126,1013245,18716496,0,0,2339559,2339559
1,0,0.2,10000,10322,6590247,943,192152,0,0,24016,24016
2,6,0.01,100000,511890,6069644,1085769,28177448,0,0,3522178,3522178
4,4,0.05,10000,1832068,5941295,771714,28602776,0,0,3575344,3575344
3,7,0.1,100000,988087,5762524,1217361,27368832,0,0,3421101,3421101
4,0,0.2,100000,112228,6317333,114324,2114328,0,0,264288,264288
5,7,0.01,100000,2586291,5799211,1077645,27368832,0,0,3421101,3421101
0,3,0.1,1000000,3216888,6696904,406428,28618392,0,0,3577296,3577296
8,5,0.05,1000000,3577295,6033576,771222,28618392,0,0,3577296,3577296
8,3,0.01,100000,3538840,6103284,457547,28618392,0,0,3577296,3577296
0,4,0.01,100000,3577211,5999538,720490,28617720,0,0,3577212,3577212
3,5,0.1,10000,3575411,6257930,798119,28603320,0,0,3575412,3575412
7,6,0.2,100000,1178761,5900832,1221587,28177448,0,0,3522178,3522178
6,5,0.2,1000000,3577295,5612809,782545,28618392,0,0,3577296,3577296
9,0,0.1,10000,11260,5766096,950,192152,0,0,24016,24016
8,0,0.2,100000,112228,6431852,53609,2114328,0,0,264288,264288
3,4,0.05,1000000,1832097,5503354,781825,28618392,0,0,3577296,3577296
3,3,0.1,1000000,3216888,6420587,506019,28618392,0,0,3577296,3577296
3,4,0.05,100000,1019962,5808046,779173,28617720,0,0,3577212,3577212
2,6,0.1,10000,2101131,6235026,957472,27125304,0,0,3390660,3390660
6,0,0.05,1000000,613375,6577499,937577,18716496,0,0,1504081,2339559
7,5,0.01,1000000,548957,5437906,921827,28618392,0,0,3577296,3577296
0,4,0.05,10000,569838,5163017,752932,28602776,0,0,3575344,3575344
1,0,0.2,10000,10322,5534111,953,192152,0,0,24016,24016
7,7,0.01,100000,1146540,6292049,935077,27368832,0,0,3421101,3421101
2,5,0.01,1000000,1832153,5542574,1013877,28618392,0,0,3577296,3577296
9,3,0.01,10000,3538840,6963691,656505,28618392,0,0,3577296,3577296
2,7,0.1,1000000,1891099,5886121,846930,28248248,0,0,3531028,3531028
9,7,0.01,100000,2586291,5489388,1089842,27368832,0,0,3421101,3421101
5,0,0.2,10000,10322,5653604,1044,192152,0,0,24016,24016
0,7,0.2,100000,595268,5333235,1058976,27368832,0,0,3421101,3421101
5,3,0.1,1000000,3577295,5897324,494035,28618392,0,0,3577296,3577296
6,7,0.05,100000,2736083,6293164,1225162,27368832,0,0,3421101,3421101
0,4,0.05,100000,1019962,6964891,943580,28617720,0,0,3577212,3577212
2,3,0.2,10000,2859158,6245881,735154,28618392,0,0,3577296,3577296
9,6,0.1,100000,1898209,6430444,1132834,28177448,0,0,3522178,3522178
5,4,0.05,100000,1019962,5945869,580938,28617720,0,0,3577212,3577212
2,4,0.05,100000,3493242,5692224,709154,28617720,0,0,3577212,3577212
8,0,0.05,100000,263686,5638337,93741,2114328,0,0,264288,264288
6,6,0.1,1000000,857453,5632056,1219642,28412664,0,0,3549079,3551580
3,4,0.1,10000,396349,5976712,800569,28602776,0,0,3575344,3575344
0,6,0.1,1000000,3040225,7003973,1146556,28412664,0,0,3551580,3551580
7,4,0.05,10000,1020025,5284885,711800,28602776,0,0,3575344,3575344
2,6,0.1,100000,1898209,7368757,1285003,28177448,0,0,3522178,3522178
9,0,0.1,100000,67102,5837779,99209,2114328,0,0,172430,264288
3,3,0.2,10000,2859158,5623433,392213,28618392,0,0,3577296,3577296
2,3,0.1,100000,3216888,5506804,436370,28618392,0,0,3577296,3577296
8,3,0.05,10000,3395752,5362979,366576,28618392,0,0,3577296,3577296
3,5,0.01,1000000,1832153,6253892,734858,28618392,0,0,3577296,3577296
5,7,0.05,100000,1009860,5638081,809528,27368832,0,0,3421101,3421101
4,0,0.01,100000,7155,6350466,53937,2114328,0,0,16983,264288
2,3,0.05,100000,3395752,5049730,334648,28618392,0,0,3577296,3577296
6,7,0.05,100000,1009860,6230598,957655,27368832,0,0,3421101,3421101
7,3,0.01,10000,3538840,5208066,394315,28618392,0,0,3577296,3577296
3,7,0.05,10000,1026150,5762385,628524,24744088,0,0,3093008,3093008
3,3,0.2,10000,2859158,5738744,394499,28618392,0,0,3577296,3577296
9,4,0.2,100000,2866617,6441877,664332,28617720,0,0,3577212,3577212
7,6,0.01,100000,511890,6274820,769597,28177448,0,0,3522178,3522178
5,0,0.05,100000,263686,5894984,13983,2114328,0,0,264288,264288
7,3,0.05,1000000,3577295,6917032,421183,28618392,0,0,3577296,3577296
2,0,0.1,100000,67102,6304888,53433,2114328,0,0,172430,264288
4,0,0.01,100000,69760,5311551,65561,2114328,0,0,176653,264288
2,7,0.1,1000000,1405920,5946831,852631,28248248,0,0,3531028,3531028
2,0,0.1,10000,17627,6024995,975,192152,0,0,24016,24016
9,7,0.1,1000000,1405920,5863547,769592,28248248,0,0,3531028,3531028
5,4,0.1,10000,3268279,5665209,585309,28602776,0,0,3575344,3575344
4,4,0.05,100000,1832094,5987271,644023,28617720,0,0,3577212,3577212
0,4,0.2,10000,2865683,5696877,726090,28602776,0,0,3575344,3575344
3,0,0.2,10000,10322,5899494,958,192152,0,0,24016,24016
1,3,0.2,10000,2859158,5394021,278458,28618392,0,0,3577296,3577296
0,5,0.01,100000,1832154,5749360,438991,28617888,0,0,3577233,3577233
4,6,0.05,10000,381288,6674913,829019,27125304,0,0,3390660,3390660
8,5,0.01,10000,2712332,5056055,532318,28603320,0,0,3575412,3575412
7,0,0.05,1000000,2339558,5313526,311043,18716496,0,0,2339559,2339559
4,0,0.1,10000,17627,4870450,1032,192152,0,0,24016,24016
1,0,0.05,10000,17872,6154572,1074,192152,0,0,24016,24016
0,0,0.01,1000000,2339558,7136648,745142,18716496,0,0,2339559,2339559
7,7,0.1,1000000,828190,5431291,852717,28248248,0,0,3524573,3531028
6,0,0.1,1000000,2050374,4876819,157643,18716496,0,0,2339559,2339559
6,4,0.05,10000,1020025,5287600,560281,28602776,0,0,3575344,3575344
1,3,0.01,100000,3538840,4770107,146833,28618392,0,0,3577296,3577296
0,7,0.1,10000,1614536,4509669,160469,24744088,0,0,3093008,3093008
4,5,0.2,100000,1072953,5383516,449395,28617888,0,0,3577233,3577233
8,3,0.1,1000000,3216888,4514594,231230,28618392,0,0,3577296,3577296
8,7,0.05,10000,1026150,6393857,542631,24744088,0,0,3093008,3093008
3,4,0.1,100000,973741,4741673,408491,28617720,0,0,3577212,3577212
9,6,0.01,1000000,3551579,4829777,194645,28412664,0,0,3551580,3551580
8,4,0.05,1000000,1019924,5268728,516652,28618392,0,0,3577296,3577296
9,4,0.1,100000,3269213,5074957,581294,28617720,0,0,3577212,3577212
8,7,0.1,1000000,2488371,5413007,563865,28248248,0,0,3531028,3531028
6,3,0.01,10000,3538840,4432942,262040,28618392,0,0,3577296,3577296
4,6,0.05,1000000,2881517,6106094,442071,28412664,0,0,3551580,3551580
4,4,0.01,10000,3575343,5370857,521568,28602776,0,0,3575344,3575344
5,0,0.1,100000,232327,5647082,43108,2114328,0,0,264288,264288
7,4,0.01,1000000,712605,3931906,272500,28618392,0,0,3577296,3577296
5,0,0.05,1000000,1165994,5093471,523225,18716496,0,0,2339559,2339559
5,4,0.05,1000000,1832097,5551852,403134,28618392,0,0,3577296,3577296
7,0,0.05,10000,23636,5264903,963,192152,0,0,24016,24016
9,4,0.1,100000,973741,4583769,270977,28617720,0,0,3577212,3577212
8,6,0.05,100000,3522177,5553671,600681,28177448,0,0,3522178,3522178
7,6,0.01,1000000,1815992,4783627,226198,28412664,0,0,3551580,3551580
8,3,0.01,1000000,3538840,5004545,249867,28618392,0,0,3577296,3577296
