id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value,rank
5,0,0.01,10000,1.0,618956,0,1872,13613,23,10000,24015
5,0,0.1,1000000,0.5,660955,1,264,1230864,23,478216,1304823
1,3,0.2,1000000,0.5,897095,1,1080,2152038,23,6,2859158
2,4,0.01,100000,0.25,2902514,1,10200,1895435,23,2,1162874
9,7,0.2,100000,0.75,627039,1,216,9352,23,1989,2953678
0,4,0.1,10000,0.0,631274,1,600,47274,23,1,396349
6,7,0.05,10000,1.0,848596,1,1848,880485,23,10000,3093007
5,5,0.1,1000000,0.75,631533,1,840,16343,23,13,2749578
0,0,0.05,10000,0.5,613734,1,432,13317,23,4547,11631
0,5,0.05,100000,0.75,737322,0,840,451585,23,19,2970122
7,4,0.2,100000,0.25,617745,1,144,52,22,3,1677330
3,6,0.1,1000000,0.0,638252,1,240,19941,23,6,857453
1,5,0.1,100000,1.0,633906,1,240,16402,23,99513,3577232
4,4,0.01,10000,0.0,2915823,2,10752,1902000,23,1,712625
6,7,0.1,1000000,0.5,707049,1,768,478743,23,63,1891099
7,4,0.01,10000,1.0,2913622,1,10752,1902000,23,10000,3575343
2,5,0.1,1000000,0.5,632308,1,840,16343,23,4,1695850
8,5,0.2,10000,0.0,624401,1,312,316,23,1,1215818
3,3,0.1,1000000,1.0,1265418,1,2112,2861767,23,17,3577295
6,0,0.2,10000,0.5,621232,1,168,13283,23,3210,10322
3,5,0.05,1000000,1.0,739899,1,840,458984,23,542196,3577295
5,7,0.2,1000000,1.0,620753,0,144,6642,23,999995,3531027
0,0,0.2,100000,0.0,616936,1,456,122135,23,26575,112228
3,6,0.05,100000,0.0,689738,1,480,234314,23,0,373852
2,0,0.2,1000000,0.0,644697,1,168,1224979,23,304094,1005800
7,3,0.05,100000,0.5,1986918,1,4200,3219150,23,6,3395752
2,0,0.2,10000,0.75,615197,1,168,13283,23,9128,22917
1,5,0.05,10000,0.5,752052,1,840,451213,23,6,1987465
6,0,0.01,100000,0.75,651513,1,2760,136081,23,79830,201306
4,3,0.1,1000000,0.25,1265987,1,2112,2861767,23,6,3216888
8,6,0.2,1000000,0.5,624374,1,168,33,21,674,2437296
9,0,0.1,1000000,0.0,661567,0,264,1230864,23,179957,589780
3,6,0.1,100000,0.5,631913,1,216,21720,23,232,1898209
5,3,0.1,1000000,0.25,1262897,1,2112,2861767,23,6,3216888
6,3,0.05,10000,0.75,1980973,1,4200,3219150,23,6,3395752
2,3,0.1,1000000,0.75,1259796,0,2112,2861767,23,6,3216888
2,5,0.05,10000,0.25,737865,0,840,451213,23,1,941468
6,6,0.01,10000,0.5,1705705,1,5328,1142414,23,351,1754469
8,3,0.1,10000,0.25,1258580,0,2112,2861767,23,6,3216888
8,7,0.2,1000000,0.0,623618,1,144,6642,23,6,1763586
7,7,0.01,10000,0.75,2135304,2,8376,1399236,23,1164,2327872
0,6,0.01,10000,0.25,1701898,1,5328,1142414,23,12,1142065
7,3,0.2,100000,0.5,897774,1,1080,2152038,23,6,2859158
1,4,0.2,100000,0.5,615155,1,144,52,22,3,1677330
6,5,0.1,100000,0.75,628018,0,240,16402,23,13,2749578
2,7,0.2,10000,0.75,631247,0,144,53989,23,744,2628264
0,5,0.2,1000000,0.75,640875,1,168,261,23,8,2714523
8,5,0.01,10000,1.0,2837613,1,9840,1836189,23,10000,3575411
6,0,0.1,10000,1.0,615816,1,240,13290,23,10000,24015
9,0,0.05,100000,0.5,623336,1,2064,125529,23,42000,135233
5,5,0.05,100000,0.75,736242,1,840,451585,23,19,2970122
2,6,0.01,100000,0.5,1654054,1,4992,1118675,23,413,1774780
4,7,0.01,100000,0.0,2036048,1,8544,1372657,23,0,1146540
9,4,0.01,100000,0.75,2921301,2,10200,1895435,23,15,2690337
2,5,0.01,10000,0.25,2842040,1,9840,1836189,23,1,1082162
2,0,0.01,100000,1.0,653356,1,2760,136081,23,100000,264287
6,0,0.1,10000,0.25,614947,1,240,13290,23,1665,5087
7,6,0.01,100000,1.0,1661866,2,4992,1118675,23,99995,3522177
7,5,0.01,1000000,0.5,2852992,2,10320,1835851,23,5,1832153
2,7,0.01,10000,0.5,2149618,1,8376,1399236,23,36,1605542
1,6,0.01,1000000,0.5,1677306,1,4968,1133679,23,443,1815992
4,7,0.01,1000000,0.0,2030754,2,8112,1375496,23,0,1145441
6,4,0.2,100000,0.25,615436,1,144,52,22,3,1677330
6,4,0.01,10000,0.75,2956087,2,10752,1902000,23,15,2690337
2,0,0.1,10000,0.25,615400,0,240,13290,23,1665,5087
5,6,0.2,100000,0.25,623808,1,168,52,22,12,1178761
7,7,0.05,1000000,1.0,837393,1,1704,832354,23,50774,3444127
2,3,0.1,100000,0.0,1267892,1,2112,2861767,23,6,3216888
9,5,0.2,100000,0.25,619385,0,288,277,23,1,1072953
5,6,0.2,100000,0.0,623162,1,168,52,22,12,1178761
6,6,0.05,10000,1.0,746226,1,1344,295231,23,6028,3333095
4,6,0.2,10000,0.5,656936,1,168,56,22,126,2068574
3,0,0.05,1000000,1.0,701531,1,408,1241820,23,1000000,2339558
4,3,0.1,100000,0.75,1268344,1,2112,2861767,23,6,3216888
2,3,0.05,10000,0.25,2011648,1,4200,3219150,23,6,3395752
8,6,0.1,1000000,0.75,631653,1,240,19941,23,2210,3040225
4,5,0.05,1000000,0.25,736592,1,840,458984,23,1,941345
3,4,0.2,100000,0.5,616666,1,144,52,22,3,1677330
8,3,0.05,10000,0.75,1978844,0,4200,3219150,23,6,3395752
9,5,0.05,1000000,0.75,746655,0,840,458984,23,19,2970122
5,6,0.1,10000,0.5,629944,0,216,20351,23,485,2101131
1,5,0.01,10000,0.5,2826985,1,9840,1836189,23,5,1832172
4,3,0.05,1000000,0.0,1992863,1,4200,3219150,23,6,3395752
7,0,0.2,10000,0.5,623595,1,168,13283,23,3210,10322
8,6,0.01,100000,0.25,1653256,2,4992,1118675,23,12,1140749
7,5,0.05,10000,0.5,739001,0,840,451213,23,6,1987465
9,7,0.2,100000,0.25,626730,2,216,9352,23,6,1833759
3,5,0.01,1000000,1.0,2855472,1,10320,1835851,23,542196,3577295
3,6,0.2,1000000,0.5,630303,1,168,33,21,674,2437296
5,7,0.01,10000,0.25,2168074,2,8376,1399236,23,0,1149864
3,7,0.2,10000,0.0,630566,1,144,53989,23,4,1666939
4,7,0.05,100000,0.25,849725,1,1752,865530,23,0,1009860
8,5,0.01,100000,0.25,2827540,1,10200,1836870,23,1,1082144
0,7,0.1,10000,0.75,720161,1,816,572654,23,1302,2579076
3,6,0.1,1000000,0.75,641400,1,240,19941,23,2210,3040225
1,5,0.2,100000,0.0,623606,1,288,277,23,1,1072953
4,4,0.2,10000,0.75,614828,1,144,58,22,9,2865683
8,7,0.01,10000,0.25,2147398,1,8376,1399236,23,0,1149864
4,5,0.1,1000000,0.75,689963,1,840,16343,23,13,2749578
2,7,0.1,10000,0.75,723231,1,816,572654,23,1302,2579076
3,6,0.01,1000000,0.0,1671121,2,4968,1133679,23,0,511613
5,0,0.1,100000,0.5,623039,1,984,122827,23,43137,146757
2,3,0.1,1000000,1.0,1267365,2,2112,2861767,23,17,3577295
7,7,0.05,100000,0.5,850073,1,1752,865530,23,171,1870227
0,7,0.05,10000,0.0,866833,1,1848,880485,23,0,1026150
0,0,0.1,100000,0.0,627698,1,984,122827,23,16780,67102
4,7,0.01,10000,0.5,2161071,1,8376,1399236,23,36,1605542
5,3,0.01,10000,0.5,7178887,1,19272,3504348,23,6,3538840
4,5,0.1,10000,0.25,630910,0,240,17673,23,1,855920
3,0,0.01,1000000,1.0,996944,1,2472,1318592,23,1000000,2339558
1,4,0.05,10000,0.75,748939,1,984,523495,23,15,2778730
2,0,0.05,10000,1.0,617497,1,432,13317,23,9691,23636
9,3,0.05,100000,0.75,1983198,1,4200,3219150,23,6,3395752
5,6,0.01,100000,0.0,1654951,1,4992,1118675,23,0,511890
5,3,0.2,100000,1.0,899820,1,1080,2152038,23,17,3577295
1,4,0.2,1000000,0.25,615349,1,144,50,22,3,1677330
8,0,0.01,100000,0.25,656669,0,2760,136081,23,21325,69760
1,6,0.05,10000,1.0,703834,1,1344,295231,23,6028,3333095
9,6,0.2,100000,0.0,624119,2,168,52,22,12,1178761
5,0,0.2,10000,0.5,617306,1,168,13283,23,3210,10322
8,5,0.2,1000000,0.0,623389,1,168,261,23,2,1599628
6,0,0.01,10000,1.0,622214,1,1872,13613,23,10000,24015
2,3,0.01,1000000,1.0,7050676,2,19272,3504348,23,17,3577295
4,6,0.05,1000000,1.0,683143,1,504,213470,23,999896,3551579
5,3,0.2,10000,0.25,897940,1,1080,2152038,23,6,2859158
5,5,0.01,100000,0.25,2850059,1,10200,1836870,23,1,1082144
7,6,0.1,100000,0.0,652300,0,216,21720,23,6,857476
3,6,0.05,100000,0.75,785211,1,480,234314,23,1490,2591403
1,7,0.01,100000,1.0,2058517,1,8544,1372657,23,99999,3421100
3,3,0.1,1000000,0.75,1269508,1,2112,2861767,23,6,3216888
9,4,0.2,100000,0.0,626141,1,144,52,22,3,1677330
3,6,0.1,10000,0.25,643753,1,216,20351,23,6,857685
2,0,0.2,10000,0.5,615434,1,168,13283,23,3210,10322
2,3,0.01,100000,0.75,7028628,2,19272,3504348,23,6,3538840
5,6,0.01,10000,0.0,1700603,1,5328,1142414,23,0,513223
1,7,0.01,10000,0.75,2137465,1,8376,1399236,23,1164,2327872
8,6,0.01,1000000,1.0,1666878,0,4968,1133679,23,999896,3551579
6,5,0.01,100000,0.75,2830795,1,10200,1836870,23,16,2712332
2,7,0.05,10000,0.0,848107,0,1848,880485,23,0,1026150
0,7,0.05,1000000,0.5,834729,1,1704,832354,23,60,1712954
1,0,0.1,100000,1.0,624391,1,984,122827,23,100000,264287
0,4,0.01,1000000,0.0,2922232,2,10752,1895217,23,1,712605
1,6,0.2,10000,0.0,625632,0,168,56,22,12,1182085
2,3,0.1,1000000,0.5,1265761,1,2112,2861767,23,6,3216888
6,0,0.05,10000,0.25,621722,1,432,13317,23,2393,6334
6,6,0.1,10000,0.5,652491,2,216,20351,23,485,2101131
3,0,0.05,100000,0.25,640833,1,2064,125529,23,17305,64643
4,4,0.01,1000000,0.5,3079361,1,10752,1895217,23,6,1860256
4,4,0.01,1000000,1.0,2912765,2,10752,1895217,23,453190,3577295
6,5,0.01,10000,1.0,2894949,2,9840,1836189,23,10000,3575411
1,6,0.2,10000,0.75,626542,1,168,56,22,1664,3018440
0,4,0.1,10000,1.0,640511,0,600,47274,23,10000,3575343
9,4,0.2,100000,0.5,618466,1,144,52,22,3,1677330
7,4,0.1,1000000,1.0,632350,0,624,46957,23,453190,3577295
5,3,0.05,1000000,1.0,1984532,1,4200,3219150,23,17,3577295
2,0,0.05,100000,1.0,623365,1,2064,125529,23,99408,263686
0,0,0.01,10000,0.25,619120,1,1872,13613,23,2471,5977
2,5,0.05,100000,0.25,738497,1,840,451585,23,1,941344
2,7,0.2,10000,0.0,633456,1,144,53989,23,4,1666939
5,6,0.1,1000000,0.75,639382,1,240,19941,23,2210,3040225
4,6,0.2,10000,0.25,623576,1,168,56,22,12,1182085
7,0,0.01,100000,1.0,657025,1,2760,136081,23,100000,264287
8,3,0.01,100000,0.5,7023746,1,19272,3504348,23,6,3538840
7,4,0.1,100000,0.0,633113,1,648,46973,23,1,396192
9,3,0.2,1000000,0.75,889434,1,1080,2152038,23,6,2859158
1,3,0.05,100000,1.0,1992001,1,4200,3219150,23,17,3577295
2,6,0.01,1000000,1.0,1671713,2,4968,1133679,23,999896,3551579
2,4,0.05,1000000,0.5,754768,1,960,520169,23,6,1832097
3,7,0.01,1000000,0.75,2052811,1,8112,1375496,23,3118,2663355
6,5,0.01,1000000,1.0,2833872,1,10320,1835851,23,542196,3577295
6,3,0.05,1000000,1.0,1993601,1,4200,3219150,23,17,3577295
8,6,0.1,10000,0.75,630883,1,216,20351,23,1076,2591995
0,0,0.2,100000,0.25,620856,1,456,122135,23,26575,112228
1,7,0.01,100000,0.0,2043994,1,8544,1372657,23,0,1146540
4,3,0.01,10000,1.0,7024938,2,19272,3504348,23,17,3577295
0,3,0.05,1000000,0.0,1990685,1,4200,3219150,23,6,3395752
6,3,0.1,10000,0.25,1267694,1,2112,2861767,23,6,3216888
5,0,0.01,10000,0.25,617232,1,1872,13613,23,2471,5977
5,4,0.05,10000,0.5,750668,1,984,523495,23,6,1832068
6,7,0.1,1000000,0.25,703485,1,768,478743,23,6,1405920
7,6,0.2,1000000,0.75,626985,1,168,33,21,674,2437296
0,0,0.05,1000000,1.0,696085,1,408,1241820,23,1000000,2339558
3,7,0.01,10000,0.25,2139662,1,8376,1399236,23,0,1149864
8,4,0.1,10000,0.5,632276,1,600,47274,23,5,1918598
9,5,0.05,100000,0.75,755012,1,840,451585,23,19,2970122
6,3,0.1,100000,0.0,1268678,1,2112,2861767,23,6,3216888
9,4,0.05,1000000,0.5,753872,1,960,520169,23,6,1832097
3,6,0.2,100000,1.0,629006,1,168,52,22,99995,3522177
0,6,0.01,100000,0.75,1653978,1,4992,1118675,23,1664,2671103
6,7,0.1,1000000,0.75,704940,1,768,478743,23,1302,2488371
2,7,0.05,1000000,0.25,834523,0,1704,832354,23,0,1004199
5,6,0.1,100000,0.5,639410,1,216,21720,23,232,1898209
9,5,0.2,1000000,0.25,618569,1,168,261,23,2,1599628
5,6,0.05,100000,0.75,689672,1,480,234314,23,1490,2591403
5,0,0.01,1000000,0.5,998939,1,2472,1318592,23,477671,1171769
8,7,0.2,100000,0.0,629671,0,216,9352,23,0,595268
7,7,0.1,10000,0.0,722036,1,816,572654,23,0,871629
7,5,0.05,10000,1.0,733564,1,840,451213,23,10000,3575411
7,0,0.01,10000,0.25,617665,1,1872,13613,23,2471,5977
4,6,0.05,1000000,0.0,689012,1,504,213470,23,0,369889
0,0,0.1,100000,0.5,616979,1,984,122827,23,43137,146757
8,0,0.05,100000,0.25,624399,1,2064,125529,23,17305,64643
3,5,0.2,10000,0.5,615203,0,312,316,23,7,2514249
4,5,0.2,100000,1.0,622614,1,288,277,23,99513,3577232
7,6,0.05,100000,0.5,691418,1,480,234314,23,270,1779991
0,0,0.01,10000,0.5,618692,1,1872,13613,23,5079,12319
0,6,0.2,100000,0.75,628518,0,168,52,22,1405,3023632
7,3,0.1,100000,0.5,1267327,1,2112,2861767,23,6,3216888
8,4,0.05,100000,0.5,750412,1,984,521997,23,6,1832094
1,6,0.2,1000000,0.5,623954,0,168,33,21,674,2437296
9,6,0.2,1000000,0.25,637371,1,168,33,21,12,1463483
6,4,0.05,1000000,0.25,755666,1,960,520169,23,2,1019924
6,7,0.1,10000,0.5,714576,1,816,572654,23,36,1614536
1,3,0.2,1000000,1.0,898094,1,1080,2152038,23,17,3577295
9,3,0.2,10000,1.0,908909,2,1080,2152038,23,17,3577295
5,7,0.1,10000,1.0,721008,1,816,572654,23,10000,3093007
2,6,0.01,10000,0.25,1806303,2,5328,1142414,23,12,1142065
7,6,0.05,1000000,0.5,694802,1,504,213470,23,485,1942447
9,3,0.05,100000,0.0,1995420,2,4200,3219150,23,6,3395752
3,7,0.01,1000000,0.0,2044109,2,8112,1375496,23,0,1145441
2,6,0.2,1000000,0.75,641093,0,168,33,21,674,2437296
5,7,0.1,100000,1.0,702680,1,768,499182,23,99999,3421100
7,6,0.01,1000000,0.75,1671993,1,4968,1133679,23,1664,2671132
5,4,0.05,1000000,0.0,759095,1,960,520169,23,1,569741
5,6,0.05,100000,0.0,691239,1,480,234314,23,0,373852
7,0,0.1,100000,1.0,622138,1,984,122827,23,100000,264287
7,6,0.05,10000,0.5,703028,1,1344,295231,23,169,1659173
0,4,0.1,1000000,0.0,638697,2,624,46957,23,1,396185
6,4,0.1,10000,0.0,632762,1,600,47274,23,1,396349
8,4,0.01,10000,0.0,3016682,1,10752,1902000,23,1,712625
7,4,0.2,10000,1.0,619638,1,144,58,22,10000,3575343
6,0,0.05,10000,0.5,614515,1,432,13317,23,4547,11631
0,4,0.2,100000,0.25,614008,1,144,52,22,3,1677330
6,6,0.1,1000000,0.75,639846,1,240,19941,23,2210,3040225
4,6,0.01,10000,1.0,1705482,1,5328,1142414,23,10000,3390659
6,6,0.2,100000,0.0,626769,1,168,52,22,12,1178761
3,6,0.05,1000000,0.0,699557,1,504,213470,23,0,369889
4,4,0.05,1000000,0.5,758003,1,960,520169,23,6,1832097
2,0,0.05,10000,0.5,616104,0,432,13317,23,4547,11631
2,4,0.2,100000,0.5,623094,1,144,52,22,3,1677330
1,6,0.01,1000000,0.0,1673449,1,4968,1133679,23,0,511613
5,4,0.2,100000,0.75,613709,1,144,52,22,9,2866617
6,5,0.2,100000,0.25,620301,1,288,277,23,1,1072953
4,6,0.1,1000000,1.0,632524,1,240,19941,23,999896,3551579
0,4,0.01,10000,0.75,2912208,1,10752,1902000,23,15,2690337
4,7,0.05,10000,0.25,855067,1,1848,880485,23,0,1026150
3,0,0.01,1000000,0.75,995682,1,2472,1318592,23,736447,1766293
0,4,0.2,1000000,0.25,613618,1,144,50,22,3,1677330
6,6,0.2,100000,1.0,622638,1,168,52,22,99995,3522177
7,5,0.05,10000,0.75,738802,1,840,451213,23,19,2970122
9,0,0.05,1000000,0.25,695765,1,408,1241820,23,226500,613375
6,6,0.1,1000000,1.0,633521,0,240,19941,23,999896,3551579
1,5,0.01,1000000,0.25,2839040,1,10320,1835851,23,1,1082143
5,7,0.1,10000,0.25,716842,0,816,572654,23,0,871629
7,4,0.2,10000,0.25,618983,1,144,58,22,3,1677330
5,0,0.1,1000000,0.75,659573,1,264,1230864,23,775352,2050374
1,4,0.01,100000,0.5,2910693,1,10200,1895435,23,6,1860257
4,0,0.2,1000000,0.5,649607,1,168,1224979,23,304094,1005800
4,6,0.1,10000,0.75,630889,1,216,20351,23,1076,2591995
3,0,0.01,1000000,0.0,994150,1,2472,1318592,23,15670,65491
7,3,0.1,100000,1.0,1267648,1,2112,2861767,23,17,3577295
5,7,0.1,100000,0.0,710547,1,768,499182,23,0,838694
1,5,0.2,1000000,0.5,622840,1,168,261,23,2,1599628
2,5,0.2,1000000,0.5,623448,0,168,261,23,2,1599628
4,4,0.1,100000,0.25,633989,1,648,46973,23,2,973741
4,3,0.2,1000000,0.75,899799,0,1080,2152038,23,6,2859158
3,3,0.01,10000,0.0,7042242,3,19272,3504348,23,6,3538840
2,6,0.2,1000000,1.0,627164,1,168,33,21,999896,3551579
8,5,0.05,10000,0.75,735507,1,840,451213,23,19,2970122
4,0,0.05,10000,0.25,618338,0,432,13317,23,2393,6334
2,6,0.1,10000,0.75,635179,1,216,20351,23,1076,2591995
3,7,0.01,10000,1.0,2143509,1,8376,1399236,23,10000,3093007
6,4,0.01,10000,1.0,2927304,2,10752,1902000,23,10000,3575343
6,6,0.01,1000000,0.25,1670704,1,4968,1133679,23,12,1140448
5,6,0.1,10000,0.25,633860,1,216,20351,23,6,857685
9,0,0.2,100000,0.0,623613,1,456,122135,23,26575,112228
0,6,0.05,1000000,1.0,698246,1,504,213470,23,999896,3551579
4,0,0.2,100000,0.25,619986,1,456,122135,23,26575,112228
5,0,0.01,100000,1.0,652959,1,2760,136081,23,100000,264287
4,5,0.05,100000,0.25,741351,1,840,451585,23,1,941344
2,0,0.01,100000,0.25,657296,1,2760,136081,23,21325,69760
0,7,0.05,100000,0.25,857829,1,1752,865530,23,0,1009860
8,3,0.2,1000000,0.0,901080,1,1080,2152038,23,6,2859158
4,3,0.05,10000,0.0,1991839,1,4200,3219150,23,6,3395752
5,7,0.2,10000,0.25,644026,1,144,53989,23,4,1666939
0,0,0.05,100000,1.0,630364,2,2064,125529,23,99408,263686
1,7,0.1,10000,1.0,751228,2,816,572654,23,10000,3093007
1,7,0.2,1000000,0.75,641597,1,144,6642,23,1302,2938482
7,4,0.05,10000,0.0,758243,1,984,523495,23,1,569838
3,3,0.01,100000,1.0,7049085,3,19272,3504348,23,17,3577295
2,5,0.1,1000000,0.75,649233,1,840,16343,23,13,2749578
9,7,0.2,1000000,1.0,640495,2,144,6642,23,999995,3531027
0,4,0.2,1000000,1.0,617887,0,144,50,22,453190,3577295
3,7,0.01,1000000,1.0,2044262,1,8112,1375496,23,999995,3531027
0,0,0.01,100000,0.75,656168,1,2760,136081,23,79830,201306
3,7,0.05,1000000,0.25,834322,1,1704,832354,23,0,1004199
2,5,0.2,10000,0.5,623600,1,312,316,23,7,2514249
7,4,0.05,10000,1.0,753820,1,984,523495,23,10000,3575343
5,7,0.01,1000000,0.0,2041372,1,8112,1375496,23,0,1145441
3,6,0.01,100000,1.0,1657532,1,4992,1118675,23,99995,3522177
6,5,0.1,10000,0.25,628523,1,240,17673,23,1,855920
2,6,0.2,100000,0.25,626902,1,168,52,22,12,1178761
5,5,0.1,1000000,0.0,633279,1,840,16343,23,0,298452
7,0,0.2,10000,0.25,615290,0,168,13283,23,3210,10322
2,6,0.2,1000000,0.0,629525,1,168,33,21,12,1463483
4,3,0.2,100000,0.25,905807,1,1080,2152038,23,6,2859158
9,7,0.2,10000,0.75,630946,1,144,53989,23,744,2628264
8,0,0.01,10000,0.75,620539,1,1872,13613,23,7637,18269
8,0,0.05,10000,0.25,621400,1,432,13317,23,2393,6334
4,0,0.1,10000,1.0,620886,1,240,13290,23,10000,24015
0,0,0.2,1000000,0.0,647404,1,168,1224979,23,304094,1005800
8,5,0.01,10000,0.25,2852284,1,9840,1836189,23,1,1082162
1,3,0.05,100000,0.0,1987385,1,4200,3219150,23,6,3395752
4,0,0.01,1000000,0.0,994648,1,2472,1318592,23,15670,65491
1,7,0.01,10000,0.5,2143801,1,8376,1399236,23,36,1605542
6,6,0.01,1000000,0.75,1672076,1,4968,1133679,23,1664,2671132
4,5,0.05,1000000,0.0,749025,1,840,458984,23,0,406161
3,5,0.05,10000,1.0,744795,1,840,451213,23,10000,3575411
2,5,0.1,10000,0.0,631966,1,240,17673,23,1,855920
6,6,0.05,1000000,0.25,689335,1,504,213470,23,12,1027876
6,4,0.01,100000,0.75,2912904,2,10200,1895435,23,15,2690337
2,6,0.1,100000,0.0,636782,0,216,21720,23,6,857476
2,5,0.01,10000,0.0,2834963,1,9840,1836189,23,0,548975
5,3,0.01,10000,0.25,7065428,2,19272,3504348,23,6,3538840
3,5,0.1,100000,1.0,634263,0,240,16402,23,99513,3577232
7,3,0.01,10000,0.25,7052650,1,19272,3504348,23,6,3538840
7,6,0.05,10000,0.0,703523,1,1344,295231,23,0,381288
4,7,0.01,1000000,0.25,2040451,1,8112,1375496,23,0,1145441
3,0,0.2,100000,0.0,621955,1,456,122135,23,26575,112228
9,0,0.2,1000000,1.0,649126,1,168,1224979,23,912165,2225557
9,3,0.05,1000000,0.0,2003210,2,4200,3219150,23,6,3395752
4,3,0.2,100000,0.0,903140,1,1080,2152038,23,6,2859158
7,3,0.2,10000,1.0,900727,1,1080,2152038,23,17,3577295
9,5,0.01,100000,1.0,2883225,2,10200,1836870,23,99513,3577232
1,5,0.1,100000,0.5,632351,1,240,16402,23,4,1695850
5,5,0.1,10000,0.25,634053,1,240,17673,23,1,855920
0,7,0.1,1000000,0.5,717733,1,768,478743,23,63,1891099
4,4,0.2,100000,0.75,619769,1,144,52,22,9,2866617
6,0,0.01,100000,0.25,671275,1,2760,136081,23,21325,69760
8,6,0.01,10000,0.5,1728943,2,5328,1142414,23,351,1754469
0,6,0.05,1000000,0.75,694034,1,504,213470,23,1861,2881517
2,7,0.05,100000,0.0,853320,2,1752,865530,23,0,1009860
6,0,0.2,100000,0.0,624797,1,456,122135,23,26575,112228
6,6,0.1,10000,0.75,642482,0,216,20351,23,1076,2591995
6,7,0.2,100000,0.25,652792,0,216,9352,23,6,1833759
6,5,0.05,100000,0.0,746251,1,840,451585,23,0,406156
2,0,0.01,1000000,0.0,1007500,1,2472,1318592,23,15670,65491
2,4,0.01,10000,0.0,2948848,2,10752,1902000,23,1,712625
2,0,0.01,100000,0.75,664710,1,2760,136081,23,79830,201306
7,7,0.01,100000,1.0,2056941,2,8544,1372657,23,99999,3421100
7,4,0.2,100000,0.75,651875,1,144,52,22,9,2866617
3,0,0.05,1000000,0.25,707143,1,408,1241820,23,226500,613375
1,7,0.05,10000,0.25,859795,1,1848,880485,23,0,1026150
3,7,0.2,100000,0.0,640267,2,216,9352,23,0,595268
3,6,0.2,1000000,0.75,642048,1,168,33,21,674,2437296
5,5,0.05,1000000,0.0,749267,0,840,458984,23,0,406161
2,3,0.01,1000000,0.25,7141789,2,19272,3504348,23,6,3538840
2,3,0.01,10000,1.0,7099566,3,19272,3504348,23,17,3577295
1,7,0.1,1000000,0.0,715604,1,768,478743,23,0,828190
1,3,0.05,100000,0.5,2056828,2,4200,3219150,23,6,3395752
6,6,0.01,100000,0.75,1669128,1,4992,1118675,23,1664,2671103
8,6,0.1,1000000,1.0,642909,1,240,19941,23,999896,3551579
9,0,0.2,1000000,0.5,651079,1,168,1224979,23,304094,1005800
3,4,0.1,10000,0.75,649162,1,600,47274,23,22,3268279
0,3,0.2,1000000,0.5,904521,1,1080,2152038,23,6,2859158
4,0,0.01,100000,0.5,668542,1,2760,136081,23,44247,133344
1,5,0.05,1000000,1.0,781751,1,840,458984,23,542196,3577295
2,3,0.05,10000,1.0,2104113,1,4200,3219150,23,17,3577295
4,5,0.05,10000,0.75,774939,2,840,451213,23,19,2970122
9,0,0.2,1000000,0.75,665403,1,168,1224979,23,912165,2225557
8,4,0.01,1000000,1.0,2951317,1,10752,1895217,23,453190,3577295
1,0,0.01,1000000,1.0,1007707,1,2472,1318592,23,1000000,2339558
6,4,0.1,100000,0.0,637368,1,648,46973,23,1,396192
6,7,0.1,100000,0.75,713199,2,768,499182,23,1302,2554884
9,5,0.1,1000000,0.5,639865,1,840,16343,23,4,1695850
5,3,0.05,100000,0.0,2040314,2,4200,3219150,23,6,3395752
5,6,0.01,10000,0.5,1727298,2,5328,1142414,23,351,1754469
4,6,0.1,10000,0.0,641099,1,216,20351,23,6,857685
2,7,0.01,10000,0.75,2166264,2,8376,1399236,23,1164,2327872
8,4,0.2,1000000,0.75,620720,1,144,50,22,9,2866659
5,4,0.01,1000000,0.75,2936300,1,10752,1895217,23,15,2690337
0,7,0.01,100000,0.75,2058947,1,8544,1372657,23,2461,2586291
7,5,0.1,1000000,0.0,632854,1,840,16343,23,0,298452
2,6,0.05,100000,0.5,697449,2,480,234314,23,270,1779991
1,4,0.1,10000,0.0,640702,1,600,47274,23,1,396349
9,0,0.05,100000,0.75,627758,0,2064,125529,23,79902,212034
3,4,0.05,100000,0.0,758031,0,984,521997,23,1,569746
5,6,0.2,1000000,1.0,640512,1,168,33,21,999896,3551579
7,4,0.05,1000000,0.5,757956,1,960,520169,23,6,1832097
8,4,0.2,10000,0.75,622149,1,144,58,22,9,2865683
8,4,0.1,100000,1.0,640229,0,648,46973,23,99738,3577211
5,5,0.2,10000,0.75,617856,0,312,316,23,13,2946016
9,3,0.05,10000,0.75,2009954,2,4200,3219150,23,6,3395752
0,7,0.01,1000000,0.5,2050622,2,8112,1375496,23,185,1771731
5,6,0.1,100000,0.0,643140,1,216,21720,23,6,857476
8,3,0.1,1000000,0.75,1276998,1,2112,2861767,23,6,3216888
6,4,0.1,1000000,0.0,637748,1,624,46957,23,1,396185
2,0,0.05,1000000,0.75,703212,1,408,1241820,23,723808,1816880
9,7,0.2,1000000,0.75,629249,1,144,6642,23,1302,2938482
0,4,0.2,10000,1.0,632934,0,144,58,22,10000,3575343
3,6,0.2,10000,0.0,631865,1,168,56,22,12,1182085
8,5,0.05,10000,0.5,742545,1,840,451213,23,6,1987465
8,0,0.05,10000,0.5,621147,1,432,13317,23,4547,11631
0,6,0.05,10000,0.75,706162,1,1344,295231,23,1664,2762264
0,0,0.01,100000,1.0,660082,1,2760,136081,23,100000,264287
